报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.59,0.36,0.17,0.54,0.37,0.22,0.1,0.69,0.59,0.36,0.24,1.35,1.1,0.79,0.45,1.21,0.88,1.52,1.69,0.92,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.41,3.1,--,2.31,--,2.02,1.62,1.69,10,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,1.15,0.77,--,1.21,0.77,1.89,1.96,2.38,11.55,
主营业务收入(万元),48477,29378,13544,44839,31972,19134,10049,49927,36306,22205,11939,49441,37538,24732,13970,46847,34386,47359,47104,27379,15094,
主营业务利润(万元),39803,24331,11199,36674,26118,15709,8391,45396,33330,20413,11074,45544,34686,23215,13271,44100,32292,44720,44240,25741,14094,
营业利润(万元),16235,10343,4898,13213,9211,5546,2656,19660,15895,9711,6474,23790,20357,14584,8816,23253,17446,27246,32785,18552,9509,
投资收益(万元),2447,1619,448,5658,4148,3421,842,2679,-118,-7,--,333,--,--,--,--,--,-75,-140,-6,--,
营业外收支净额(万元),-159,-110,0,-5,3,-1,1,-102,540,87,9,2881,1239,1019,157,1300,366,2735,785,137,15,
利润总额(万元),16076,10233,4898,13208,9214,5545,2657,19558,16435,9798,6483,26671,21596,15603,8973,24553,17811,29981,33571,18689,9523,
净利润(万元),14157,8535,4081,12967,8884,5180,2333,16451,14261,8609,5845,25609,19773,14197,8127,21750,15782,27325,30393,16540,9537,
净利润(扣除非经常性损益后)(万元),12876,7671,3716,9871,7576,4355,2302,15856,14349,8946,5972,22719,18671,13291,7996,20645,15472,24864,29687,16287,9522,
经营活动产生的现金流量净额(万元),22160,8050,2531,6923,2328,-882,-5071,10873,11616,5049,4221,30897,20768,13884,8543,21753,13852,34038,35305,21439,11551,
现金及现金等价物净增加额(万元),-51436,-55772,-56971,44532,-7519,-1500,-2995,-71416,-48635,-46890,-36687,68940,5228,-1190,-2421,-14048,-15287,8691,18408,12596,8286,
总资产(万元),238765,222838,216989,193153,190341,188725,188655,191494,185010,176457,185155,184337,86315,78206,--,65129,--,56591,44227,23440,12944,
流动资产(万元),148035,132515,130690,134219,133007,133344,133256,138809,140803,141295,155447,156691,62597,56885,--,51243,--,51060,42384,22126,12390,
总负债(万元),55013,45208,40036,21767,24287,26676,24731,29652,25418,22544,24162,29095,24489,22333,--,23274,--,19877,15127,8233,2943,
流动负债(万元),54543,44730,39235,21584,24115,26502,24554,29473,25418,22544,24162,29087,24489,22333,--,23274,--,19877,15127,8233,2943,
股东权益不含少数股东权益(万元),181429,175360,174750,170963,165649,161565,163512,161252,159103,153499,160792,154967,61414,55838,--,41641,--,36425,29100,15206,10001,
净资产收益率加权(%),8.03,4.89,2.36,7.72,5.45,3.19,1.44,10.46,9.05,5.46,3.7,37.06,38.37,29.13,17.78,54.6,39.11,75.7,119.64,151.22,182.25,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
