报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.83,0.45,0.23,1.43,1.2,0.75,0.44,2.51,1.84,1.14,0.49,1.96,1.54,0.86,0.3,1.03,0.51,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,5.41,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,1.92,--,--,--,1.36,0.32,1.13,1.36,0.84,
主营业务收入(万元),84317,50760,21174,111360,85153,54341,24044,112323,77188,46545,20327,76745,56016,34270,14395,63679,30519,58336,52008,46890,
主营业务利润(万元),25461,15096,6121,33574,26564,16824,7216,36802,25113,14775,6174,25441,18369,11020,4495,17695,8317,15572,13218,10985,
营业利润(万元),15581,8456,3049,19124,16169,10026,4269,20195,14184,8272,3611,13437,10463,5838,2151,7162,3650,5987,4098,4200,
投资收益(万元),608,356,130,824,551,314,148,148,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),43,38,-29,149,80,82,30,662,280,42,47,851,819,502,47,276,81,290,217,235,
利润总额(万元),15624,8494,3020,19273,16250,10109,4300,20856,14464,8315,3657,14288,11282,6340,2198,7437,3731,6277,4315,4434,
净利润(万元),13619,7432,2678,16752,14084,8743,3707,17943,12444,7158,3101,12288,9652,5379,1856,6475,3227,5109,4003,3973,
净利润(扣除非经常性损益后)(万元),12327,6988,2569,15700,13436,8358,3546,17103,12187,7111,3057,11524,8917,4931,1806,6199,3138,5658,3784,2681,
经营活动产生的现金流量净额(万元),20832,6902,7202,13891,6689,-1488,-4660,14512,6717,1095,149,12042,10826,4815,2600,8544,2031,7122,8519,5280,
现金及现金等价物净增加额(万元),-3370,-9074,-255,-5091,-17444,-18324,-7261,22127,17066,-5358,-4426,4269,561,-1489,1195,2069,-1145,-298,2320,-431,
总资产(万元),139340,128213,130430,127567,125091,114777,116020,117306,107870,64941,60357,62222,--,--,--,50712,49799,47155,45574,40877,
流动资产(万元),105124,94339,96864,94103,92708,84029,86893,89117,82141,40812,36524,38342,--,--,--,28835,28541,26215,26810,24130,
总负债(万元),30252,25312,27004,26818,27011,22038,22870,27863,23926,29455,28929,28242,--,--,--,26508,28844,29427,26558,25449,
流动负债(万元),28304,23415,25259,25049,25385,20422,21272,26246,22240,27292,26730,25736,--,--,--,22667,25807,26588,25322,24847,
股东权益不含少数股东权益(万元),109088,102901,103426,100748,98080,92739,93150,89443,83944,35486,31429,33980,--,--,--,24203,20956,17728,17291,13288,
净资产收益率加权(%),13.02,7.24,2.62,17.79,14.97,9.41,4.06,31.65,27.04,20.6,9.22,43.49,35.29,20.98,7.64,30.88,16.69,27.91,26.18,20.26,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
