报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.19,0.14,0.05,0.3,0.2,0.15,0.13,0.59,0.35,0.23,0.15,0.94,0.43,0.27,1.12,0.14,0.7,0.35,0.51,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,6.06,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0.7,--,--,0.33,0.12,0.69,0.22,-0.3,
主营业务收入(万元),63240,38977,16691,80817,55234,37220,17059,76493,52056,28790,13884,63095,40436,26290,58517,11667,53366,35551,29112,
主营业务利润(万元),10730,6659,2857,12737,9027,6258,3014,13479,8998,5855,2928,12173,7250,4705,11115,2157,9580,6326,5474,
营业利润(万元),2623,1872,624,3788,2555,1994,1160,4690,2697,1713,929,4856,2260,1305,4420,802,3815,1966,1727,
投资收益(万元),390,370,317,601,555,330,330,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),-16,-6,-3,13,-9,-0,-0,-33,179,141,-1,1318,565,473,3038,15,225,75,106,
利润总额(万元),2607,1865,621,3801,2546,1993,1160,4658,2876,1854,928,6174,2826,1778,7458,817,4041,2041,1833,
净利润(万元),2250,1662,586,3505,2331,1782,1003,4036,2719,1772,884,5516,2547,1584,6323,679,3492,1749,1625,
净利润(扣除非经常性损益后)(万元),1554,1043,452,2748,1527,1337,668,3676,2575,1656,862,4516,--,1183,3935,667,3275,1685,1534,
经营活动产生的现金流量净额(万元),4367,4199,-1642,-11602,-12492,-14241,-8605,-8338,-8500,-4843,-5727,4105,-1779,535,1934,682,3471,1108,-1497,
现金及现金等价物净增加额(万元),-4754,1715,-4504,-3910,-10213,-10731,-1456,6807,2657,19847,-4547,2015,-2030,-113,1581,4444,1024,1271,-255,
总资产(万元),122372,119759,104919,106520,98446,100895,102550,98171,93036,89471,--,65105,--,--,54489,49762,40194,28755,22209,
流动资产(万元),84156,82267,72962,78902,70795,73150,75013,72343,70321,66952,--,42671,--,--,36164,35834,31107,23530,17622,
总负债(万元),51920,50236,39049,41237,34337,37337,38912,35533,31714,29094,--,29453,--,--,24358,25278,27189,19242,14466,
流动负债(万元),51062,49158,38397,40530,33007,36020,37611,34216,28827,26183,--,25327,--,--,20986,22435,25671,19209,14382,
股东权益不含少数股东权益(万元),67180,66380,65870,65283,64109,63558,63637,62637,61322,60377,--,35653,--,--,30132,24484,13005,9513,7743,
净资产收益率加权(%),3.39,2.51,0.89,5.48,3.68,2.82,1.59,8.21,5.61,3.69,2.45,16.77,--,5.12,26.06,5.09,31.01,20.3,46.31,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
