报告日期,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,-0.11,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),0.19,0.92,1,1.98,2.04,2.21,2.31,3.3,3.59,3.75,3.79,3.77,3.8,3.79,3.89,4.25,2.72,2.64,2.49,2.95,2.8,2.67,2.23,1.84,
每股经营活动产生的现金流量净额(元),0,0,-0.86,0,0,0,-0.58,0,-0.53,0,0.51,--,0.33,--,-0.95,-0.3,1.03,0.2,-0.31,--,-0.58,--,--,--,
主营业务收入(万元),72,41,9007,7886,3898,1547,9578,7172,3400,1253,11036,6739,3802,1461,12183,7401,11598,8275,10553,4301,9472,8431,6115,5816,
主营业务利润(万元),23,10,1079,1404,925,285,1590,998,407,167,2752,2301,1065,352,3801,2176,4504,2902,4465,1848,4291,3840,--,--,
营业利润(万元),-2578,-461,-7348,-2246,-1409,-688,-3779,-2617,-1471,-335,-1054,-611,-579,--,-1486,318,1395,1008,2046,824,2948,2380,--,--,
投资收益(万元),-700,0,46,34,23,11,3915,23,23,11,1341,34,92,-29,209,319,150,23,-22,-9,72,457,--,--,
营业外收支净额(万元),0,-53,-2214,0,0,0,-9052,0,0,-0,-49,-13,3,0,-391,0,4,0,80,0,0,0,--,--,
利润总额(万元),-3722,-514,-9517,-2722,-1829,-691,-8916,-3753,-1446,-324,238,-590,-484,-677,-991,615,1726,1208,2347,843,3020,2805,--,--,
净利润(万元),-3566,-498,-9171,-2648,-1787,-661,-8355,-3614,-1378,-305,138,-752,-579,-633,-1382,469,1347,866,1574,734,2289,2222,1553,1053,
净利润(扣除非经常性损益后)(万元),-3121,0,-7692,0,-1370,0,-6918,0,-1379,0,-1113,-920,-878,--,-2372,173,1170,689,1332,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-39,-8,-5703,-5412,-1357,-1230,-3845,-4081,-3505,1377,3375,--,2194,--,-6360,-2027,6201,1229,-1851,--,-2909,--,--,--,
现金及现金等价物净增加额(万元),-2,12,-2273,-2221,-2061,0,454,-1656,-1730,502,721,--,1163,--,-1398,12942,2164,1318,-1874,--,2312,--,--,--,
总资产(万元),28140,32960,39007,44544,45426,46031,47352,48917,51497,55181,52690,51223,54013,56167,56810,50254,36954,35252,33461,34109,26105,20575,--,--,
流动资产(万元),16865,20884,26141,30154,27144,0,28336,19887,22364,--,0,22012,0,27301,28321,0,0,0,0,27905,19213,11040,--,--,
总负债(万元),26554,26341,31445,30190,30615,--,30707,24974,25567,28129,25314,23899,26554,--,27767,21224,20006,18793,17746,18719,11429,6601,--,--,
流动负债(万元),26529,26316,31261,30015,30382,0,30397,24824,25417,--,0,23749,0,27681,26917,0,0,0,0,18719,11429,6601,--,--,
股东权益不含少数股东权益(万元),1265,6157,6655,13178,13604,14730,15391,22027,23945,25017,25322,25175,25348,25294,25927,28383,16310,15829,14963,14725,13990,13368,11145,9182,
净资产收益率加权(%),-90.06,0,-84.87,0,-12.33,0,-42.7,0,-5.59,0,0.55,--,-2.28,--,-5.84,2.43,8.62,0,0,--,16.73,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
