报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.2,0.14,0.07,0.36,0.2,0.12,0.1,0.46,0.23,0.19,0.08,0.55,0.25,0.18,0.08,0.5,0.49,0.57,0.64,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,6.23,6.23,--,--,--,5.78,5.45,5.03,4.44,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.12,0.78,--,--,-0.53,0.21,0.15,0.27,-0.91,
主营业务收入(万元),38243,28032,12194,60375,34311,24863,11919,56533,35608,24603,10922,53923,33913,22432,10202,55443,53489,49962,44558,
主营业务利润(万元),12254,9050,3585,17173,10784,7469,3387,16779,10357,7353,3168,16288,9597,6851,2916,17185,16910,14520,13999,
营业利润(万元),2756,1901,927,4870,2573,1554,1075,4885,2247,1762,630,4369,1767,1444,575,4069,3660,4134,4139,
投资收益(万元),155,78,67,849,511,337,58,641,357,271,31,438,346,233,30,340,-111,--,32,
营业外收支净额(万元),-15,-3,0,-76,-73,-53,3,22,4,6,79,468,357,172,93,242,550,386,458,
利润总额(万元),2741,1899,927,4794,2500,1500,1078,4907,2251,1769,709,4837,2124,1616,668,4311,4210,4520,4597,
净利润(万元),1849,1242,678,3319,1816,1116,892,3787,1811,1357,578,3757,1739,1264,577,3417,3384,3782,3800,
净利润(扣除非经常性损益后)(万元),1607,1076,496,2870,1380,740,557,3501,1694,1249,541,3486,1526,1175,515,3326,3132,3646,3652,
经营活动产生的现金流量净额(万元),-5640,-5664,-5194,-749,-459,-2027,-172,4311,267,2436,811,5334,277,22,-3631,1441,1045,1832,-5993,
现金及现金等价物净增加额(万元),-7350,-7189,-5706,8334,8147,2109,-458,7479,14997,14171,-2997,3156,556,328,-2214,-514,-2323,2361,-2264,
总资产(万元),152539,143260,140170,142011,135516,130088,121729,124143,124115,116142,98931,104778,--,--,--,99513,93057,89229,78030,
流动资产(万元),121665,114270,113451,114934,112719,105624,98159,100301,100752,92640,75503,81124,--,--,--,75497,68660,68985,67312,
总负债(万元),85810,77526,74108,76403,71300,66722,56877,60562,63270,55182,55460,61345,--,--,--,59212,55168,54526,48539,
流动负债(万元),80033,72213,68750,70814,68899,64293,54402,58034,60665,52556,52694,58643,--,--,--,56370,51763,50732,45081,
股东权益不含少数股东权益(万元),66091,65189,65542,64992,63368,62712,63934,62802,60135,60343,42758,42731,--,--,--,39668,37375,34491,29281,
净资产收益率加权(%),2.82,1.9,1.04,5.2,2.87,1.77,1.41,7.02,3.58,2.97,1.33,9.17,4.35,3.18,1.43,8.87,9.36,12.15,15.52,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
