报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.42,0.31,0.19,0.56,0.49,0.34,0.18,0.79,0.61,0.39,0.23,0.79,0.64,0.72,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.07,--,1.35,--,0.94,0.71,0.22,
主营业务收入(万元),53498,35948,18599,66538,48989,32196,15203,60969,44860,29139,14726,51158,38097,50745,54433,50283,
主营业务利润(万元),12415,8342,3809,15107,11211,7311,3670,14913,11275,7780,4213,14093,10477,13385,13924,11221,
营业利润(万元),3792,2694,1558,5066,4613,3245,1512,5585,4533,3018,1844,5107,4455,4689,6420,4671,
投资收益(万元),41,41,41,610,440,314,65,116,115,15,10,73,64,21,61,33,
营业外收支净额(万元),20,120,114,150,144,91,252,456,198,-17,30,978,619,1056,237,-309,
利润总额(万元),3813,2814,1672,5216,4757,3336,1764,6041,4731,3002,1874,6085,5074,5745,6657,4362,
净利润(万元),3376,2467,1491,4496,3945,2710,1401,4710,3684,2367,1404,4746,3810,4326,4861,3109,
净利润(扣除非经常性损益后)(万元),2628,1541,569,3259,3078,1860,1151,4251,--,2364,1379,4019,--,3543,4689,3338,
经营活动产生的现金流量净额(万元),1487,2365,479,1985,508,-1117,-1413,1911,632,441,-603,8116,6122,5644,3794,1208,
现金及现金等价物净增加额(万元),118,3080,-1870,-17312,-16784,-16994,-15035,20782,-1855,-556,-615,1851,-935,273,-1755,3768,
总资产(万元),116488,120038,123287,122421,120032,117140,114436,114994,91568,91479,--,86110,--,78778,75241,70486,
流动资产(万元),54423,56860,59122,58365,61321,60526,61825,62353,40873,41223,--,36540,--,36162,34670,32366,
总负债(万元),48713,52991,55033,55129,53475,49785,48177,49614,47637,48273,--,44060,--,40355,41155,41463,
流动负债(万元),37997,39280,41307,41398,39537,35841,34242,35688,38728,42389,--,33811,--,32339,38581,39857,
股东权益不含少数股东权益(万元),67712,66971,68169,67192,66443,67216,66101,65241,43748,43018,--,41714,--,38237,33911,29050,
净资产收益率加权(%),4.96,3.65,2.2,6.81,5.96,4.09,2.13,10.88,--,5.59,3.34,11.76,--,11.99,15.44,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
