报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.41,0.18,-0.06,0.3,0.27,0.1,-0.09,0.72,0.53,0.25,0.04,0.84,0.51,0.29,0.8,0.68,0.39,0.49,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,4.07,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,-0.56,--,0.9,--,-0.09,0.88,0.27,0.85,2.56,
主营业务收入(万元),175237,94918,25905,166226,115549,65079,17622,135535,96975,54533,16044,107291,74295,41293,89305,70813,57005,42210,
主营业务利润(万元),57341,31116,7786,47676,32081,17770,4554,41095,30244,17352,5837,38258,26901,15541,34164,27098,24367,18021,
营业利润(万元),9543,4209,-832,7960,6041,1952,-1688,12546,8622,3976,223,12692,8185,4490,13236,11147,6271,7958,
投资收益(万元),638,345,53,1020,-42,-2,-1,1,1,1,1,0,--,--,--,-18,-108,17,
营业外收支净额(万元),-6,23,51,107,853,367,52,1195,483,431,407,1374,299,299,316,599,418,32,
利润总额(万元),9537,4233,-781,8067,6894,2319,-1636,13741,9105,4408,630,14066,8484,4788,13552,11746,6689,7991,
净利润(万元),7976,3541,-1096,5873,5182,1928,-1719,11373,7758,3628,515,12240,7427,4239,11653,9868,5224,6649,
净利润(扣除非经常性损益后)(万元),6657,2775,-1397,3658,4430,1615,-1731,10224,7249,3180,210,10969,7155,3968,11380,9377,7521,1401,
经营活动产生的现金流量净额(万元),12010,3802,-10070,7997,678,-5244,-4640,-9666,-8949,-8230,-9899,13106,899,-1283,12853,3927,6883,19230,
现金及现金等价物净增加额(万元),-18738,-36464,-52117,12338,-4088,-4395,-8816,33283,43703,-14879,-14036,2949,590,-2833,12337,-9293,9659,566,
总资产(万元),306395,273752,254697,254312,245102,229060,201633,206422,209883,137935,--,126271,--,107455,93326,57242,52134,34936,
流动资产(万元),211003,182509,167291,169909,167116,155220,131326,139445,146288,76122,--,71144,--,62608,54774,29740,31593,17723,
总负债(万元),172477,144268,124673,123096,114576,101789,74502,77572,84649,74931,--,66895,--,56080,46190,21760,26520,26266,
流动负债(万元),141353,114608,94345,88447,86257,83635,59284,59856,64426,52194,--,40433,--,36987,38105,21427,26151,23370,
股东权益不含少数股东权益(万元),133918,129483,130024,131216,130525,127271,127131,128849,125234,63004,--,59376,--,51375,47136,35482,25614,8670,
净资产收益率加权(%),6.02,2.72,-0.84,4.53,4,1.51,-1.34,14.13,8.4,5.93,0.86,22.98,14.61,8.61,28.21,32.3,46.31,20.95,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
