报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.12,0.04,-0.03,0.3,0.08,0.02,-0.08,0.69,0.06,-0.06,-0.12,0.69,0.08,-0.1,-0.18,0.52,0.6,-0.04,0.55,0.55,0.19,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,4.7,--,3.91,--,4.11,3.69,3.05,3.19,2.09,1.54,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,1.15,--,0.49,--,0.44,0.58,-0.01,0.55,0.53,0.51,
主营业务收入(万元),27702,16743,5986,37509,23099,14657,4032,28230,12807,6685,1340,24098,11469,5732,1023,21973,20890,5177,15469,13290,12378,
主营业务利润(万元),7774,4098,747,10528,5224,2910,365,9799,3610,1589,172,7893,3299,967,-149,7199,6760,989,5552,5068,3631,
营业利润(万元),2931,1131,-315,5062,1385,452,-622,5386,338,-638,-797,3875,421,-795,-1175,3014,3295,-463,3284,3276,1000,
投资收益(万元),53,49,33,404,356,233,124,235,141,15,5,115,48,34,9,28,50,50,0,3,0,
营业外收支净额(万元),-3,12,-0,32,46,41,20,171,221,205,4,437,254,183,-21,84,353,0,143,157,103,
利润总额(万元),2929,1143,-315,5093,1431,494,-601,5557,559,-433,-793,4312,674,-611,-1196,3098,3647,-463,3427,3433,1102,
净利润(万元),1571,462,-402,3832,1054,216,-496,4074,379,-370,-589,3267,360,-460,-855,2471,2826,-183,2507,2326,522,
净利润(扣除非经常性损益后)(万元),1379,307,-518,3072,608,-72,-674,3125,72,-559,-595,2933,--,-606,-855,2374,2532,-182,2389,2206,1629,
经营活动产生的现金流量净额(万元),-5415,-5734,-4574,575,-5280,-3557,-3525,2677,-1092,321,-2594,5450,4005,2307,771,2077,2756,-22,2625,2250,2151,
现金及现金等价物净增加额(万元),-17614,-18220,-14108,9557,-2698,-3241,-2828,1368,9581,11595,12470,3417,998,-786,783,-2709,1447,-1663,1447,1853,-21,
总资产(万元),74885,70904,67229,58805,51441,48921,46201,47737,41814,39728,39154,27192,--,23196,--,23977,23866,18344,18630,13786,11705,
流动资产(万元),44530,41203,39844,42329,38813,36240,34119,35612,30488,29921,30054,17527,--,13309,--,14033,14309,8768,9400,6558,4608,
总负债(万元),24703,21533,19487,13320,9414,7678,4812,5883,4601,3258,2914,4094,--,3908,--,3791,5861,3576,3112,4632,5075,
流动负债(万元),19478,16486,15349,12910,9414,7678,4812,5883,4601,3258,2914,4094,--,3908,--,3791,5861,3576,3112,4632,5075,
股东权益不含少数股东权益(万元),43507,42399,41914,42816,40037,39199,39751,40246,36380,35631,35412,22264,--,18537,--,19470,17473,14464,15120,8864,6538,
净资产收益率加权(%),3.63,1.07,-0.94,9.27,2.62,0.53,-1.24,11.73,1.69,-1.68,-3.63,15.78,--,-2.43,-4.49,13.46,17.34,-1.22,19.11,30.2,13.04,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
