报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.43,0.26,0.18,0.91,0.74,0.45,0.16,0.9,0.74,0.48,0.17,0.78,0.46,0.54,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,5.03,--,4.55,--,3.77,46.6,39.45,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.55,--,1.37,--,0.99,7.32,5.07,
主营业务收入(万元),48753,32143,15798,59905,44063,27797,11112,49812,36157,23503,9194,36997,25748,30025,27560,25155,
主营业务利润(万元),13067,8394,4083,17688,13240,8145,3480,15442,11285,7211,2911,11661,8094,9190,9604,9116,
营业利润(万元),3793,2287,1613,7290,5890,3218,1464,6749,5058,3307,1202,4716,2725,3144,3897,4024,
投资收益(万元),--,--,--,472,255,205,100,11,--,--,--,--,--,-23,-22,-92,
营业外收支净额(万元),37,-6,-8,1057,966,964,--,229,281,30,1,663,402,289,202,84,
利润总额(万元),3830,2281,1605,8347,6856,4182,1464,6978,5339,3337,1204,5379,3127,3433,4099,4107,
净利润(万元),3452,2113,1432,7288,5950,3607,1267,5984,4587,2868,1037,4676,2750,3052,3540,3497,
净利润(扣除非经常性损益后)(万元),3251,2000,1381,5790,4819,2588,1246,5620,4349,2842,1036,4089,--,2606,3322,3599,
经营活动产生的现金流量净额(万元),4775,4572,2718,10934,4781,2722,389,7910,4299,3279,363,8203,3861,5946,3620,2507,
现金及现金等价物净增加额(万元),-7730,-5082,-2974,4002,-1112,-2459,-3748,3205,19476,289,-1098,-1755,-1784,2649,949,-3132,
总资产(万元),96612,98856,95729,93666,88490,86789,79958,78117,79916,58445,--,52519,--,48374,48172,44028,
流动资产(万元),42026,44293,44207,46139,45346,48156,46086,48284,51023,30808,--,26191,--,24820,25549,21654,
总负债(万元),35351,38938,35291,34657,30829,31467,25532,24952,28127,28261,--,25202,--,25722,25095,24478,
流动负债(万元),31884,36435,32717,32255,30449,31074,25322,24733,27900,28025,--,24950,--,25436,23473,21486,
股东权益不含少数股东权益(万元),61274,59935,60454,59022,57685,55341,54441,53174,51777,30175,--,27307,--,22631,23038,19502,
净资产收益率加权(%),5.73,3.53,2.4,13.02,10.72,6.59,2.35,16.21,14.42,9.98,3.73,18.73,--,12.43,16.64,19.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
