报告日期,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),1.23,0.93,0.31,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),4.97,4.83,4.25,3.92,3.58,3.39,3.33,3.12,3.04,2.95,2.73,2.57,2.23,
每股经营活动产生的现金流量净额(元),2.03,1.15,0.23,0.66,0,--,0,0.56,0,0,0.51,0,0,
主营业务收入(万元),433264,292471,142088,482184,357302,229603,105024,369660,264820,172507,352900,242588,159663,
主营业务利润(万元),96801,69150,--,86005,59287,40902,20081,45168,32251,21126,34211,39848,23865,
营业利润(万元),63459,47778,16110,44865,28140,19255,9872,15328,11319,6936,10110,16883,8831,
投资收益(万元),31,-19,2,1,-14,-20,-24,-167,-118,-91,-75,0,-2,
营业外收支净额(万元),-1122,-549,--,449,0,--,0,-129,0,0,38,-2478,0,
利润总额(万元),62337,47229,16055,45446,28727,19989,9816,15072,11018,6699,10087,14476,8688,
净利润(万元),52879,40115,13492,40307,25842,17963,8837,13214,9738,5882,8958,12798,7754,
净利润(扣除非经常性损益后)(万元),0,40582,--,39836,0,17358,0,11895,0,6000,0,0,0,
经营活动产生的现金流量净额(万元),87285,49924,9749,28348,26398,23101,10982,24101,11127,10471,14826,0,0,
现金及现金等价物净增加额(万元),5262,-1983,-6275,-3709,16114,17550,3311,-15675,-21838,-8852,-1452,0,0,
总资产(万元),401418,411626,426440,410650,407669,418523,397086,369799,359878,351546,315244,284339,191597,
流动资产(万元),165720,171915,183318,160575,155314,169889,153650,128006,129294,130032,135480,132543,80439,
总负债(万元),186953,203502,243016,241824,253333,272265,253500,235331,228887,224423,235576,209319,126446,
流动负债(万元),138000,150153,213913,209214,218642,220659,176072,154287,139756,133279,163394,141938,72678,
股东权益不含少数股东权益(万元),214411,208072,183373,168736,154241,146165,143423,134305,130829,126973,79493,74900,65004,
净资产收益率加权(%),0,21.34,--,26.6,0,12.52,0,12.7,0,6.16,11.6,18.3,13.01,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
