报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.34,0.19,0.05,0.28,0.22,0.14,0.05,0.27,0.19,0.22,0.1,0.68,0.51,0.28,0.1,0.68,0.39,0.57,0.56,0.54,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.39,5.16,--,4.88,--,4.2,3.63,3.08,4.48,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.46,-0.08,--,0.1,-0.55,-0.57,0.1,0.25,0.24,
主营业务收入(万元),355832,225545,86349,414570,296363,180375,79811,317300,217001,131950,60118,269171,191043,113475,56189,259881,181417,244209,224253,193014,139642,
主营业务利润(万元),59639,37925,13758,57752,38032,24483,10912,43363,30954,19234,9074,39625,28067,15924,8504,35719,25036,33641,30160,24824,18211,
营业利润(万元),28142,16124,4773,25247,16650,10024,3975,20564,14112,8003,3018,19757,14114,7660,3025,17890,11981,18274,17761,16696,11770,
投资收益(万元),1166,818,377,1345,912,682,103,399,81,-32,--,--,--,--,--,--,--,--,--,110,80,
营业外收支净额(万元),-117,-30,-3,-698,24,-5,-0,-336,267,250,1,-79,297,181,38,1185,1080,-153,-214,-358,-35,
利润总额(万元),28026,16094,4770,24549,16674,10019,3975,20228,14379,8253,3019,19678,14411,7841,3063,19075,13060,18121,17546,16338,11736,
净利润(万元),20532,11372,3175,16709,13286,8112,3025,16075,11469,6649,2207,15618,11561,6321,2208,15381,8814,12726,12530,11784,8377,
净利润(扣除非经常性损益后)(万元),20076,10913,3058,16605,12757,7836,3005,15977,11215,6463,2206,15688,11309,6168,2177,14374,8005,12841,12690,11956,8303,
经营活动产生的现金流量净额(万元),6123,5650,1843,-24551,-33074,-21726,-27814,-17830,-28928,-28675,-25550,-11188,-10337,-1831,-7580,2303,-12422,-12854,2270,5726,1957,
现金及现金等价物净增加额(万元),-31818,14281,-13937,-24745,-25505,-9474,-26448,-1183,-10457,-8063,6519,73725,-8332,-2271,-5450,2156,-9808,-815,12093,22978,11482,
总资产(万元),580391,566161,478603,474230,470397,464604,431726,412995,396362,376431,368800,336757,252479,241508,--,229575,--,205534,173970,130952,82110,
流动资产(万元),519899,512155,426389,421515,420513,414812,381977,383938,374113,354196,351133,318744,234172,223250,--,210717,--,185199,153389,116678,71353,
总负债(万元),334195,331182,258287,257137,256732,256066,225229,209504,197410,182279,173091,143245,131099,125358,--,119720,--,111038,92186,61681,46257,
流动负债(万元),279452,276791,247633,246432,246320,245646,214799,199070,196962,181830,172627,142782,130771,125025,--,119388,--,110685,92186,61681,40753,
股东权益不含少数股东权益(万元),246505,235125,220422,217245,213823,208651,206567,203539,198931,194111,195666,193461,121316,116077,--,109756,--,94376,81650,69120,35735,
净资产收益率加权(%),8.86,5.05,1.45,7.95,6.37,3.91,1.48,8.12,5.82,3.38,1.14,12.67,8.92,5.6,2,15.07,10.01,14.46,16.62,20.38,36.83,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
