报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,
基本每股收益(元),0.38,0.34,0.04,0.84,0.37,0.26,0.01,0.61,0.18,0.5,0.16,0.44,0.14,0.7,0.17,0.64,0.23,0.55,0.36,0.7,0.23,0.55,0.12,0.41,0.08,
每股净资产(元),--,3.05,--,3.12,--,2.42,--,2.51,2.08,2.2,1.86,1.89,1.6,2.82,2.58,2.42,1.93,1.96,3.2,2.75,2.28,2.35,1.92,2.05,1.73,
每股经营活动产生的现金流量净额(元),--,-2.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1.62,1.03,-0.88,0.93,-0.82,0.88,-0.77,
主营业务收入(万元),351253,235746,119340,485041,310328,206438,96741,430466,189082,390144,171973,358324,154295,308516,130142,267965,93789,212509,84564,159852,66464,122063,39413,94207,30330,
主营业务利润(万元),82964,59032,27061,108833,71971,49348,20579,97150,44803,81723,34356,69266,29572,65671,25773,61115,24375,54654,19790,33642,13540,25628,8259,18541,6341,
营业利润(万元),17435,14494,2350,31999,14762,10265,713,24934,8426,18209,6011,15285,4866,14104,3786,12802,5231,10772,4750,7542,2480,5755,917,3282,336,
投资收益(万元),-4,-9,--,-3,-2,-2,--,-0,--,--,--,18,1,--,--,--,--,2,--,2,0,41,--,82,26,
营业外收支净额(万元),41,94,-21,300,238,226,-4,415,-69,2254,1188,2186,1001,1397,603,1732,610,1813,492,1610,585,1323,636,1793,735,
利润总额(万元),17476,14587,2329,32299,15000,10491,709,25349,8356,20463,7199,17472,5867,15500,4389,14534,5841,12585,5242,9151,3065,7078,1554,5075,1070,
净利润(万元),15988,13023,1513,32054,14031,9972,483,23349,6883,19172,6217,16794,5413,14842,3550,13476,4793,11124,4192,7884,2550,6162,1349,4588,945,
净利润(扣除非经常性损益后)(万元),15427,12988,1576,31854,13912,9816,488,23118,6947,18686,5771,15912,4794,13755,3390,13207,4831,10106,3903,7560,2405,5738,1168,4171,731,
经营活动产生的现金流量净额(万元),-80399,-97900,-93275,56652,-67761,-58064,-74212,25124,-72853,41049,-49058,26017,-56851,28216,-45015,16801,-37166,30119,-21447,11636,-9894,10452,-9279,9895,-8660,
现金及现金等价物净增加额(万元),-34064,-114118,-108996,41013,-82571,-72872,-74763,6172,-85849,30997,-56625,21306,-60973,21204,-45164,10298,-42688,31533,-15085,7553,-13530,6048,-12338,7661,-11014,
总资产(万元),463459,374314,384720,420291,364008,333234,358563,385982,326818,363415,316082,347926,276497,290860,252148,229773,170227,194519,107632,95484,73354,65313,49590,51035,37422,
流动资产(万元),442728,354946,364681,400297,344408,313578,339785,367390,312901,349925,303460,334929,263834,278229,239317,217284,157860,182221,95499,84157,62234,54100,39885,41222,27149,
总负债(万元),283424,257816,279394,301178,267491,240835,262365,290222,247482,279469,245158,275625,215620,231156,197379,178562,129291,153064,65274,64518,47672,38806,27893,27877,17907,
流动负债(万元),282379,256820,278497,300464,267108,240507,262167,290024,247281,279211,244895,275064,215178,230491,196650,178299,128896,152457,64161,63057,46608,37589,26604,26445,16542,
股东权益不含少数股东权益(万元),180036,116498,105326,119112,96517,92399,96198,95760,79337,83946,70924,72301,60877,59704,54769,51211,40936,41456,42358,30966,25632,26457,21647,23108,19465,
净资产收益率加权(%),13.67,11.28,1.26,29.82,14.71,10.35,0.5,25.99,7.88,24.74,8.39,25.45,8.67,26.02,6.7,28.58,10.93,31.6,12.23,27.73,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
