报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2007-12-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
总负债(万元),4883,3342,5625,5776,4196,4208,6393,4676,5223,5502,5861,4656,41729,4260,5425,5670,154542,147842,142675,136263,130421,161636,158544,0,129386,127936,125724,125886,107186,105273,104145,101102,109153,102690,90445,101674,85518,82334,76114,71436,63817,58968,53016,53047,45420,35105,24324,25158,19679,19583,14059,13850,
流动负债(万元),4883,3342,5445,5596,4196,4118,6303,4586,5223,5294,5573,4368,41729,4260,5425,5670,138542,131842,126675,120263,114421,142561,154469,0,126311,124861,122649,122811,104186,102273,101051,98008,105313,98542,86595,97824,71060,80877,--,68671,60878,--,51074,--,0,0,0,0,19506,19414,13943,13736,
股东权益不含少数股东权益(万元),22457,22188,21592,21277,19499,19192,18501,18191,16343,16174,15248,15167,-16483,15150,14337,13407,-112061,-105313,-99298,-92950,-86587,-76167,-60952,-47900,-59333,-57680,-55201,-53549,-2535,-829,1551,3481,27220,31977,37143,27939,37795,36469,36057,33172,35794,34823,33643,33151,32037,35750,34655,33846,16257,15290,14620,11432,
净资产收益率加权(%),5.38,4.19,1.46,15.64,6.91,5.35,1.68,18.13,7.46,6.43,0.53,-501.23,0,0,0,29.09,0,0,--,--,0,--,--,0,0,--,0,--,0,0,0,-157.4,-30.59,-14.7,0,-19.97,4.04,0,0,0.01,6.49,4.92,0,8.67,3.83,8.09,0,11.19,--,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
