报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.34,0.22,0.12,0.43,0.36,0.23,0.1,0.56,0.47,0.37,0.2,0.61,0.41,0.29,0.13,0.35,0.44,0.29,0.54,0.48,0.55,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.58,4.38,--,--,--,3.77,3.42,3.27,2.98,2.43,1.95,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.23,0.53,--,--,0.27,1.16,1.13,0.48,0.92,0.94,0.58,
主营业务收入(万元),51114,34618,16903,63486,48648,32459,15729,65358,49230,32588,14923,51152,37677,24407,11868,41881,44286,24150,47921,48018,55958,
主营业务利润(万元),7183,4867,2400,8493,6651,4642,2277,9810,7457,5187,2596,8529,5921,4142,11868,6695,8133,4656,8665,7884,8361,
营业利润(万元),3920,2514,1399,5009,4279,2804,1232,5526,4233,2958,1722,5212,3453,2454,1205,3205,3855,2598,4406,4145,4374,
投资收益(万元),84,101,73,454,287,198,113,176,99,10,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),-13,-15,-0,2,2,2,2,553,688,653,67,277,251,237,--,138,222,165,581,192,97,
利润总额(万元),3906,2499,1399,5011,4281,2806,1234,6079,4921,3612,1789,5490,3704,2691,1228,3342,4076,2764,4987,4336,4471,
净利润(万元),3389,2207,1172,4283,3586,2343,1006,5153,4147,3057,1506,4589,3048,2205,1007,2630,3296,2212,4082,3592,4085,
净利润(扣除非经常性损益后)(万元),3126,2036,1031,3454,2958,2134,889,4389,3561,2500,1445,4322,2807,1987,977,2484,3068,2049,3548,3390,3965,
经营活动产生的现金流量净额(万元),5985,3104,2044,5495,5630,4024,1713,2098,4121,1534,1708,3969,1059,1415,2004,8691,8495,3609,6917,7017,4356,
现金及现金等价物净增加额(万元),6490,4551,4130,-6019,-7479,713,1459,7628,11412,7901,1337,241,-1409,-885,--,333,525,-710,1462,464,-1813,
总资产(万元),77243,76491,76996,71259,71649,70659,75088,72652,71366,70220,55788,49510,--,--,--,45055,48473,49077,48926,44585,41505,
流动资产(万元),49575,51511,53110,47740,48632,51406,56791,53736,53026,51632,37063,30099,--,--,--,26152,28075,28353,28398,25510,24470,
总负债(万元),12948,13578,13818,9253,10341,10594,14798,13369,13089,13033,21442,16669,--,--,--,16803,22852,24538,26600,26341,26852,
流动负债(万元),10617,11228,11514,8890,9956,10189,14373,12923,12622,12546,20831,16067,--,--,--,16139,22107,19258,21279,20939,25908,
股东权益不含少数股东权益(万元),64096,62913,63178,62006,61309,60066,60289,59283,58277,57187,34346,32841,--,--,--,28252,25622,24538,22326,18244,14653,
净资产收益率加权(%),5.38,3.52,1.87,7.08,5.94,3.89,1.68,10.39,8.87,7.37,4.48,15.02,10.24,7.24,3.5,9.76,13.75,9.44,20.12,21.84,33.4,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
