报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.24,0.11,0.09,0.3,0.29,0.17,0.13,0.52,0.36,0.23,0.08,0.44,0.3,0.18,0.1,0.45,0.35,0.25,0.18,0.74,0.52,0.34,0.21,0.65,0.7,0.67,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.39,4.18,--,--,3.79,3.2,2.5,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.71,-0.1,--,--,0.67,0.34,1.07,
主营业务收入(万元),42694,26647,13639,59102,42629,26677,13374,56808,38688,22127,9563,35136,21116,13342,5517,29088,22725,15076,8209,30694,23779,15441,8605,29177,30471,28214,
主营业务利润(万元),15283,9467,4980,21371,16008,10107,5109,18123,11922,6840,3023,10279,6537,4075,1794,8790,7001,4686,2504,9806,7651,4986,2682,9519,10191,9198,
营业利润(万元),5085,2746,1823,5952,5725,3724,2064,6217,4394,2788,950,4699,2966,1854,978,4465,3540,2330,1455,5275,4118,2612,1706,4778,5451,5406,
投资收益(万元),52,19,7,691,97,238,131,303,182,161,34,525,367,354,313,248,60,11,--,-5,-7,12,3,124,26,6,
营业外收支净额(万元),-279,-284,-6,-121,-125,-46,1,76,85,25,12,163,288,139,115,23,238,10,30,548,383,286,187,902,221,80,
利润总额(万元),4806,2462,1816,5832,5599,3678,2066,6292,4479,2814,961,4862,3254,1994,1093,4488,3777,2340,1485,5822,4501,2899,1893,5680,5672,5486,
净利润(万元),2965,1397,1165,3763,3614,2128,1178,4575,3213,2040,684,3911,2660,1616,895,3689,3127,1918,1211,4868,3460,2258,1388,4292,4619,4416,
净利润(扣除非经常性损益后)(万元),2940,1428,1122,3043,3372,1931,1093,4085,2806,1821,673,3754,2376,1471,798,3664,2862,1883,1188,4466,3217,2137,1245,3551,4377,4327,
经营活动产生的现金流量净额(万元),8117,1653,1297,4365,606,766,539,6524,3536,1523,149,7389,3578,2368,1861,421,-2812,-1859,-1654,4671,-636,657,645,4414,2214,7040,
现金及现金等价物净增加额(万元),-4027,-4699,-3158,-3952,-4918,-976,-263,-5111,-4677,-9614,-6146,-2165,-10405,-8207,-5500,15882,9973,3052,20486,-2310,-5174,-4300,-1869,1608,1289,198,
总资产(万元),123225,120296,121402,125853,123783,121744,125537,122454,97129,92669,98621,87046,63715,64782,66708,64179,63615,60683,61386,37767,39226,--,--,38573,32179,24661,
流动资产(万元),48972,45301,46134,48166,48974,46841,50656,42337,39371,38688,40562,45543,42719,50215,48801,46958,47207,44291,44902,21082,22453,--,--,22364,18686,13672,
总负债(万元),51887,51036,51649,56777,58954,58984,63021,56066,34925,31834,30074,27289,8331,10441,12252,10617,10600,8922,9445,8814,11674,--,--,13554,11053,8155,
流动负债(万元),33891,32937,39208,44257,37764,37728,42918,35927,20891,17764,20896,20913,7913,10006,11799,10146,10375,8663,9168,8502,11287,--,--,13008,10826,7863,
股东权益不含少数股东权益(万元),64254,62674,63968,62312,61331,59563,59718,60456,58587,57414,57290,56606,55355,54311,54426,53531,53015,51781,51954,28964,27555,--,--,25019,21125,16506,
净资产收益率加权(%),4.65,2.22,1.85,6.04,5.82,3.47,1.93,7.77,5.52,3.37,1.2,7.1,4.89,3,1.66,7.9,7,5,4.1,18.09,12.21,9,5.4,18.63,24.55,37.93,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
