报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,
基本每股收益(元),0.24,0.16,0.09,0.21,0.17,0.11,0.04,--,0.24,--,--,--,--,--,--,--,--,0.19,--,0.09,0.04,0.08,
每股净资产(元),--,--,--,--,5.25,5.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,-0.71,-0.28,--,--,-1.82,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),264230,173892,101999,275330,203849,137532,56220,290774,228010,150286,349290,171946,500122,273999,240984,89711,43971,155039,148974,98886,50043,152319,
主营业务利润(万元),91423,61092,36798,68315,59483,38617,14362,107443,82031,58893,98133,42297,248758,157185,84975,30495,17237,43079,47487,30357,13282,30347,
营业利润(万元),91423,61092,36798,68315,59483,38617,14362,107443,82031,58893,98133,42297,248758,157185,84975,30495,17237,43079,47487,30357,13282,30347,
投资收益(万元),70886,35479,693,118368,80633,55682,12455,107729,73621,48633,80448,29445,149812,104163,78723,27284,12619,65330,46818,33190,15970,36865,
营业外收支净额(万元),111,-8,13,-105,297,936,-26,2697,653,2269,-5038,-507,1059,177,1866,450,100,4508,-257,-286,5,511,
利润总额(万元),91534,61084,36810,68210,59780,39554,14336,110141,82684,61163,93095,41790,249818,157361,86841,30945,17337,47587,47229,30071,13287,30858,
净利润(万元),74405,49717,29213,58570,47935,31234,11700,91517,67274,48713,73293,33568,186613,120378,66630,23443,12974,39094,32146,18843,8821,16595,
净利润(扣除非经常性损益后)(万元),73559,49078,28566,57766,47369,30057,11555,--,63796,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),201643,266494,438100,-418367,-197188,-77203,156488,--,-508667,--,--,--,--,--,--,--,--,34056,--,--,--,-37425,
现金及现金等价物净增加额(万元),543197,517787,663621,-129412,-42074,62627,271933,--,-365109,--,--,--,--,--,--,--,--,35429,--,--,--,-50532,
总资产(万元),6122452,5805127,6194722,4841964,5252933,5182155,--,4351830,--,4683342,4360618,4708001,4917791,6893048,3201286,2153648,1993655,1878740,1853306,1794872,1745643,1681166,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总负债(万元),4412797,4121379,4469029,3173634,3776007,3723010,--,2907582,--,3281339,2985952,3362548,3528285,6044202,2472466,1493862,1353082,1253609,1185969,1146946,1091355,1037865,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股东权益不含少数股东权益(万元),1667335,1642044,1684315,1652401,1465459,1447794,--,1433072,--,1392118,1365301,1336802,1381018,840633,720919,652235,636607,621159,622892,607401,606662,597599,
净资产收益率加权(%),4.47,2.98,1.75,3.95,3.3,2.17,0.81,--,4.79,--,--,--,--,--,--,--,--,--,--,--,1.64,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
