报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
基本每股收益(元),0.35,0.22,0.91,0.33,0.22,-0.26,0.7,0.13,0.8,0.2,0.75,0.26,0.84,0.07,1.54,1.48,
每股净资产(元),--,3.31,3.09,--,2.38,--,2.86,2.34,4.51,4.02,4.25,2.98,2.37,1.79,5.04,2.77,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,-0.06,1.37,4.26,
主营业务收入(万元),25967,16878,43667,24022,15823,1945,42101,13775,33404,10666,27648,9486,21961,8513,24961,23210,
主营业务利润(万元),11704,7614,19205,10354,7141,705,16788,5817,13508,4421,11985,3721,8097,2468,8137,6270,
营业利润(万元),3360,2039,8853,3000,1858,-2056,6990,1214,4967,1278,4164,1359,3717,414,3918,2214,
投资收益(万元),-16,-15,240,-1,-20,-15,-133,25,50,25,65,--,219,36,114,46,
营业外收支净额(万元),-3,-2,-36,-30,-21,45,5,17,-56,54,180,122,143,-1,218,271,
利润总额(万元),3358,2038,8817,2970,1837,-2010,6995,1230,4912,1332,4344,1481,3860,413,4135,2486,
净利润(万元),2631,1658,6837,2491,1616,-1976,5278,963,3517,889,3216,1114,2841,283,2948,1785,
净利润(扣除非经常性损益后)(万元),2554,1623,6218,--,1488,-2016,5249,956,3520,834,4757,1114,2597,247,2715,1626,
经营活动产生的现金流量净额(万元),-66,836,5737,-186,21,-3733,6528,1109,5077,717,6021,2213,1243,-261,2630,5135,
现金及现金等价物净增加额(万元),-143,716,254,-5521,-5279,-6847,2966,-2158,3500,923,7558,1991,-1247,2516,-755,4737,
总资产(万元),33042,31426,29289,--,24443,25735,28357,25975,27422,25051,24972,16382,16435,13190,10982,9461,
流动资产(万元),27166,25641,23385,--,18490,19821,22398,19981,21485,18979,18891,13820,13582,10506,10346,8925,
总负债(万元),6715,6153,5642,--,6259,5999,6517,8263,7250,6873,5725,3674,5987,5258,5165,6161,
流动负债(万元),6095,5507,4877,--,5807,5546,6078,6050,5182,5153,3959,3674,4763,4572,4484,5851,
股东权益不含少数股东权益(万元),26027,24903,23244,--,17895,19455,21510,17551,19927,17767,18796,12378,10106,7636,5544,3043,
净资产收益率加权(%),10.68,6.89,31.8,--,7.85,-9.67,26.16,5,19.13,4.86,26.09,8.67,35.53,4.7,68.28,82.88,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
