报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.15,0.05,-0.14,0.49,0.36,0.3,-0.17,0.21,0.11,0.06,-0.21,0.32,0.14,0.12,-0.21,0.38,0.01,0.36,0.41,0.32,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.37,3.22,--,3.08,--,2.71,2.45,1.56,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.47,-0.3,--,0.15,-0.21,0.07,0.34,0.06,--,
主营业务收入(万元),53289,32295,11648,72296,44393,29497,8454,51313,33859,22043,6291,41646,27279,17787,4212,34643,21152,33598,27520,16857,10911,
主营业务利润(万元),19777,12292,3358,25921,17228,11092,1980,20856,13471,8325,608,17545,11052,7216,844,15051,8371,14249,12105,8092,4831,
营业利润(万元),1917,689,-1936,5245,3958,2953,-2882,1373,-131,-233,-3480,2643,779,681,-2322,3236,-447,2893,3307,2407,2180,
投资收益(万元),-132,-187,-188,3445,3384,3272,218,477,454,434,22,78,5,--,7,--,--,--,--,2,--,
营业外收支净额(万元),5,2,-2,-16,-6,0,0,-14,306,104,49,558,269,151,66,534,397,565,263,131,42,
利润总额(万元),1922,692,-1938,5229,3952,2953,-2882,1358,176,-128,-3431,3201,1048,832,-2255,3770,-50,3458,3571,2538,2222,
净利润(万元),1648,530,-1556,5416,4156,3358,-1894,2355,1190,693,-2334,2707,1163,963,-1722,3132,55,2999,3072,2396,1986,
净利润(扣除非经常性损益后)(万元),1279,208,-1771,1450,786,118,-2306,1350,612,268,-2378,2235,935,834,-1778,2679,-282,2518,2848,2282,1950,
经营活动产生的现金流量净额(万元),-3101,-7107,-6881,1459,-7433,-6035,-5955,2965,-897,-249,-2146,-833,-3919,-2481,-2423,1211,-1712,606,2833,470,1390,
现金及现金等价物净增加额(万元),-5952,-7512,-8096,15488,-2029,1451,5424,-10196,-13542,-13493,-7633,9520,-3268,-989,-2860,1824,-1967,-2768,7307,1344,3225,
总资产(万元),84863,80118,73054,79654,71901,67508,61358,58456,55697,53624,53200,59267,44482,41018,--,37101,--,30551,28031,15413,11000,
流动资产(万元),74140,69761,62250,70422,55977,53259,49741,42694,47118,45470,44972,51697,37600,34187,--,30113,--,24730,23444,11683,8097,
总负债(万元),34987,31443,25581,32597,26738,23331,21020,15849,14006,12216,12278,15514,14086,13831,--,10906,--,7662,7281,3348,3717,
流动负债(万元),34760,31182,25299,32285,21719,22787,19946,15041,13483,11598,11616,14836,13884,13609,--,10630,--,7374,6924,3280,3717,
股东权益不含少数股东权益(万元),49831,48539,47403,46962,45054,44115,39158,40939,39809,39250,38889,41224,28076,26817,--,25676,--,22565,20399,11727,6835,
净资产收益率加权(%),3.49,1.13,-3.37,12.46,9.68,7.89,-4.74,5.77,2.94,1.72,-5.83,9.71,4.33,3.67,-6.92,12.99,0.25,14.1,21.83,24.81,54.53,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
