报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.41,0.26,0.14,0.74,0.5,0.32,0.01,0.3,0.05,0.08,0,0.58,0.06,0.15,-0.04,0.68,0.02,0.16,0.6,0.76,0.69,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,6.73,--,5.37,--,--,4.69,4.09,3.33,10.35,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,-0.96,--,0.54,--,-0.5,-0.08,-0.08,0.18,-1.27,
主营业务收入(万元),68526,43200,15236,109092,54402,30992,4192,54555,22147,15031,1948,43216,17786,12282,2129,40775,15551,12892,34961,41968,39677,32187,
主营业务利润(万元),21060,13072,5441,33204,17459,10317,1517,15733,5986,4065,288,14009,5016,3765,136,11870,4042,3388,11109,11577,11129,7702,
营业利润(万元),8455,4613,2679,13225,8165,5105,220,3888,945,1220,-670,3876,-75,563,-513,3869,-227,634,3061,3910,4243,2556,
投资收益(万元),345,276,-10,21,20,-15,-6,663,408,89,50,44,9,20,-1,-18,-12,-12,4,--,--,--,
营业外收支净额(万元),119,111,-5,-161,39,5,18,51,6,4,274,770,428,396,121,551,327,285,885,1166,427,471,
利润总额(万元),8574,4725,2674,13064,8204,5110,238,3940,951,1224,-396,4646,353,958,-391,4419,99,920,3946,5076,4670,3027,
净利润(万元),8303,4454,2318,11453,7398,4368,132,3704,570,970,13,3954,374,910,-216,3894,124,906,3449,4350,3788,2494,
净利润(扣除非经常性损益后)(万元),7926,3990,2322,11729,7360,4356,127,3787,298,958,13,3790,266,806,--,3887,--,905,3347,3829,3710,2333,
经营活动产生的现金流量净额(万元),-16432,-12205,-9870,10057,-5688,-3282,-6224,-5532,-9392,-10111,-4279,-3083,-9905,-7325,-1071,3083,-4229,-2865,-448,-475,1009,-1268,
现金及现金等价物净增加额(万元),-20346,-14865,-14569,7708,-11975,-4625,-6194,-306,-7148,-5681,-2925,12072,-4268,12060,-2696,2142,-4856,-3306,-1349,881,3543,987,
总资产(万元),343213,332494,322813,314072,298669,292311,84707,88383,79881,77724,70109,75389,60794,62707,42740,46604,--,--,44472,47926,42310,24244,
流动资产(万元),177454,166763,158262,161797,150598,148707,78398,81964,75087,73577,66017,71345,58297,60358,40271,44196,--,--,42354,45945,40913,22827,
总负债(万元),96875,87116,87196,80921,70077,67006,21382,25467,20730,18346,11440,17046,10162,11458,12244,15914,--,--,17730,24566,23261,13641,
流动负债(万元),76954,72964,74023,78395,68759,65673,20925,25006,20730,18346,11440,17046,10162,11458,12244,15914,--,--,17730,24566,23261,13641,
股东权益不含少数股东权益(万元),239342,238107,228329,226011,221957,218926,57103,56971,53860,54260,54216,54203,50706,51242,30471,30687,--,--,26793,23345,18995,10350,
净资产收益率加权(%),3.58,1.93,1.02,6.83,4.99,3.91,0.23,6.61,1.05,1.77,0.02,8.96,0.94,2.92,-0.71,13.55,--,3.33,13.76,20.55,25.36,27.4,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
