报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.31,0.35,0.71,-0.3,0.04,-0.01,0.14,1.42,1.22,0.69,0.2,0.84,0.68,0.55,0.19,1.15,0.92,0.68,0.11,1.37,1,0.76,0.66,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,7.41,4.49,4.31,--,--,--,3.4,2.72,1.86,1.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,0.2,-0.09,1.1,--,0.63,-0.02,1.2,0.81,0.69,0.61,
主营业务收入(万元),14357,9960,4852,22929,17325,12114,5132,19863,15186,9882,4150,14407,10438,7039,2877,13058,10306,7984,2847,14052,10794,7811,5897,
主营业务利润(万元),8898,6149,2998,14128,10841,7491,3055,12992,10088,6632,2824,10022,7185,4829,1967,8884,6961,5402,1885,10139,7842,5777,4528,
营业利润(万元),2738,2852,7530,-3725,-589,-726,749,8410,7366,4072,1138,2935,2749,1890,593,4170,3357,2997,606,5942,4572,3556,2636,
投资收益(万元),3914,4357,1133,-946,823,1174,1132,2439,2013,704,448,41,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),124,110,110,325,421,329,56,404,396,393,177,1994,1404,1139,391,1726,1539,498,0,1126,632,480,550,
利润总额(万元),2862,2963,7640,-3400,-168,-397,805,8815,7762,4464,1315,4929,4153,3029,984,5896,4895,3495,606,7068,5204,4037,3186,
净利润(万元),2853,3144,6414,-2742,339,-71,785,8070,6916,3930,1114,4436,3530,2675,837,5169,4161,3053,515,6146,4519,3415,2806,
净利润(扣除非经常性损益后)(万元),-2077,-1674,420,2702,2660,2283,532,3967,4346,2992,1179,4111,3344,2617,809,4966,--,3040,515,5443,4314,3355,2736,
经营活动产生的现金流量净额(万元),451,-281,-474,2050,2413,1629,-468,4648,2844,2067,-126,2495,1114,1135,-394,4952,3605,2829,-82,5418,3628,3096,2614,
现金及现金等价物净增加额(万元),-1166,187,-453,-206,-1378,-3173,-1197,-1478,-4077,-4700,582,-27,20356,21071,-402,1662,646,299,-2045,-1369,1327,-63,2802,
总资产(万元),58013,57778,62268,54012,54449,54212,55402,55822,53064,50062,47373,46358,45146,45564,21562,21244,--,--,--,16235,12757,9097,5429,
流动资产(万元),38688,38176,43256,38315,38641,38285,40307,40469,39025,36521,34047,32929,31655,32017,10016,9639,--,--,--,7580,7903,5748,5310,
总负债(万元),8147,7621,8840,6999,4354,4527,3498,4703,3099,3082,2409,2508,2202,3475,1352,1870,--,--,--,923,522,706,453,
流动负债(万元),6921,6395,7425,5773,3009,3579,2578,3682,2184,2256,2087,2186,1880,3153,1030,1548,--,--,--,902,362,546,453,
股东权益不含少数股东权益(万元),49867,50157,53427,47013,50095,49685,51904,51119,49966,46980,44964,43850,42944,42089,20211,19374,--,--,--,15312,12235,8391,4976,
净资产收益率加权(%),5.89,6.47,12.77,-5.6,0.67,-0.14,1.54,16.99,14.7,8.58,2.45,12.64,10.87,9.66,4.23,30.29,--,18.75,3.43,43.65,44.3,51.09,82.3,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
