报告日期,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),6.25,6.02,5.81,5.55,5.58,5.42,5.2,5.01,5.05,4.91,4.81,4.37,4.19,3.99,3.95,3.82,3.66,3.51,4.07,3.71,3.17,2.72,--,--,--,--,
每股经营活动产生的现金流量净额(元),0,1.43,0,0,0,1.23,0,0,0,1.1,0,0,0,0.47,0,0.24,0.12,0.91,0.5,2.09,0.63,0.74,--,--,--,--,
主营业务收入(万元),63294,243586,178422,113072,50552,211891,152289,97556,46848,205444,154460,103814,51506,179424,131939,86337,40764,174026,88395,191234,87772,129785,67473,128969,126769,112053,
主营业务利润(万元),29401,108935,80842,48283,20160,90850,61845,38483,17883,84061,64290,45244,22449,72721,54238,38163,17779,76727,38232,96563,32150,33092,24160,33247,36018,24359,
营业利润(万元),24382,88427,65690,38747,16531,74048,50263,31647,15044,69453,53527,38236,19405,57652,42023,29626,14149,61131,29339,82956,30150,25260,19593,24194,28017,16610,
投资收益(万元),-77,-473,-147,14,7,-353,528,41,18,-3566,-126,-96,-201,314,308,28,-35,1019,-181,-212,0,0,0,0,0,0,
营业外收支净额(万元),0,-349,0,0,0,-362,0,0,0,-5288,0,0,1,-2406,-13,-3,0,-2400,-5,-2939,0,325,--,--,--,--,
利润总额(万元),24306,87605,65567,38757,16539,73333,50794,31691,15062,60599,51936,36683,19205,55560,42318,29652,14111,59749,29153,79806,30150,25585,19593,24194,28017,16610,
净利润(万元),20661,73978,55440,32945,14059,62601,43157,26939,12806,52165,44116,30933,16326,46833,35947,25202,11994,50899,24728,79806,30150,25585,13127,16210,18772,11129,
净利润(扣除非经常性损益后)(万元),0,72609,0,32948,0,62904,0,26650,0,52195,0,30939,0,48980,35961,25205,--,52099,24733,82744,30150,25260,--,--,--,--,
经营活动产生的现金流量净额(万元),11968,124802,78464,43062,7789,107611,73192,52766,19581,96270,67973,56769,7081,38407,0,19364,9794,73998,33900,142264,43026,50416,--,--,--,--,
现金及现金等价物净增加额(万元),1168,-23453,48533,18313,-2265,16714,5025,4910,3197,23774,41208,8398,-1551,-20885,0,-11580,-6685,7046,3706,15539,27898,43615,--,--,--,--,
总资产(万元),599739,576921,562764,546950,532508,517184,499024,485579,496096,473701,490966,438573,425921,401613,406781,414143,390526,367401,368679,314479,260410,223965,101913,95702,97507,105453,
流动资产(万元),234307,213310,205246,169757,155588,138384,153020,143988,156698,140083,170224,114273,--,--,--,0,111527,0,0,0,0,0,36770,23044,24356,26153,
总负债(万元),51723,49565,53950,60725,43303,42036,43279,46076,53232,43643,67934,80274,82245,74261,82126,100258,89846,78715,91844,62372,45081,38785,36916,43833,48821,59719,
流动负债(万元),50321,48162,52330,59105,41683,40416,41659,44456,51577,41988,67934,80274,--,--,--,0,89846,0,0,0,0,0,11916,18833,13821,19719,
股东权益不含少数股东权益(万元),546956,526295,507757,485262,488242,474183,454739,438521,441881,429075,421025,356292,341685,325359,322633,311888,298680,286686,276835,252107,215330,185180,64996,51869,48686,45734,
净资产收益率加权(%),0,14.9,0,6.76,0,13.91,0,6.13,0,14.32,0,9.08,0,15.3,0,8.42,--,18.34,9.35,36.44,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
