报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,
基本每股收益(元),1.8,1.42,0.62,2.06,1.33,0.95,0.47,2.3,10.45,7.17,
每股净资产(元),--,6.53,--,5.11,--,3.99,--,3.05,10.83,2.29,
每股经营活动产生的现金流量净额(元),--,1.32,--,3.44,--,0.6,--,2.56,8.37,7.06,
主营业务收入(万元),172079,118842,63040,204104,131796,91800,46826,164653,105430,72463,
主营业务利润(万元),59749,42176,21168,64851,42690,29556,15283,53413,34723,24466,
营业利润(万元),21646,16704,7671,23891,16556,11659,5673,19720,14020,9512,
投资收益(万元),292,199,92,78,28,22,8,51,52,-9,
营业外收支净额(万元),3,-53,-131,-19,-76,-30,60,251,280,270,
利润总额(万元),21649,16652,7540,23872,16480,11629,5733,19971,14300,9782,
净利润(万元),16761,12775,5611,18550,11928,8528,4257,14656,10551,7174,
净利润(扣除非经常性损益后)(万元),16262,12538,5646,17881,--,8503,4185,14395,10909,7218,
经营活动产生的现金流量净额(万元),10756,11871,-365,30971,10140,5429,4676,23069,9345,7063,
现金及现金等价物净增加额(万元),38404,7681,-1554,5083,-6874,-7735,-2508,9797,-1313,3529,
总资产(万元),221610,118870,109480,105909,--,74395,--,72890,43200,26575,
流动资产(万元),176905,77513,72202,68388,--,36616,--,49988,28663,20871,
总负债(万元),65197,60124,57897,59938,--,38447,--,45469,31107,24283,
流动负债(万元),64855,57368,56431,58579,--,32904,--,41679,30932,23835,
股东权益不含少数股东权益(万元),156413,58746,51582,45971,--,35949,--,27421,12094,2292,
净资产收益率加权(%),25.88,24.4,11.5,50.55,--,26.92,14.41,75.77,146.78,302.49,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
