报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
基本每股收益(元),1.21,0.78,0.4,1.42,1.21,0.77,0.4,1.28,1.1,--,--,1.04,--,--,0.98,1.07,--,0.95,0.96,
每股净资产(元),9.84,9.4,9.32,9.06,8.74,--,7.99,--,7.42,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,0.36,--,-11.18,--,--,-8.07,9.17,3.71,--,--,8.16,--,--,10.86,--,--,--,--,
主营业务收入(万元),1240160,815791,420270,1394083,1016546,645394,323926,1212756,893962,612017,284783,1004028,763864,497706,833665,641609,308255,514691,420830,
主营业务利润(万元),528866,334542,171983,563740,471710,303183,156313,501192,434602,360568,136379,427026,351224,249358,352293,314016,163595,284063,228063,
营业利润(万元),528866,334542,171983,563740,471710,303183,156313,501192,434602,360568,136379,427026,351224,249358,352293,314016,163595,284063,228063,
投资收益(万元),157324,114040,64849,40692,25674,13764,7689,-14938,-14322,-412,-187,19687,45473,32345,39921,15696,7011,12819,17037,
营业外收支净额(万元),-793,-920,-1026,-3212,-1487,-682,67,-4173,-2827,126,647,-1555,-1546,403,2091,-2769,-3005,1667,20788,
利润总额(万元),528073,333622,170957,560528,470223,302501,156380,497019,431776,360694,137026,425472,349678,249761,354384,311247,160591,285731,248850,
净利润(万元),414783,267154,136885,447861,372918,238481,123294,393071,338461,326880,107301,319008,260735,225890,273202,243092,144509,219339,191301,
净利润(扣除非经常性损益后)(万元),414527,267414,137551,446362,371291,--,122918,392429,--,--,--,320353,--,--,276389,245302,--,218966,176189,
经营活动产生的现金流量净额(万元),-1422956,121694,1224830,-3826221,-3747488,-2977462,-2483576,2823839,1141014,1149904,176744,2514135,807858,588467,3344631,-1161501,--,1328628,3816766,
现金及现金等价物净增加额(万元),-28564,759386,2564234,-999179,-864829,-665548,-1003646,588648,-485433,-259021,-450179,402878,-387420,-114492,572773,-1373929,--,-118876,455961,
总资产(万元),59191335,57810585,57164137,52662969,51762238,48755482,46774858,47054409,44758469,43709720,40276567,38350545,36734923,36287752,28536618,21607330,19411500,19336036,16259567,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总负债(万元),55712713,54488266,53866391,49484854,48695252,46092857,44238960,44654755,42401385,41391396,38123890,36314341,34742267,34320533,26754978,20294680,18334909,18410847,15506221,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股东权益不含少数股东权益(万元),3367543,3216774,3189436,3099577,2991897,2588467,2461792,2328405,2284135,2258393,2093420,1993964,1966181,1942847,1759571,1293234,1055861,905122,734609,
净资产收益率加权(%),12.88,8.43,4.37,16.91,14.75,--,5.15,18.25,15.84,--,--,17,--,--,18.73,--,--,26.53,29.48,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
