报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),1.08,0.9,0.34,3.27,3.15,2.05,1.05,3.41,2.96,0.42,2.94,1.87,3.33,2.24,2.54,1.04,
每股净资产(元),--,--,--,--,--,16.25,--,14.18,--,11.15,10.72,9.62,7.72,4.37,4.99,2.61,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,1.73,--,2.38,--,0.14,2.86,2.66,3.54,1.13,9.17,8.55,
主营业务收入(万元),46671,34311,12504,52046,38936,25936,10303,49815,33450,8210,48913,25296,49566,34774,28245,19424,
主营业务利润(万元),26806,20787,7437,26880,22754,14338,7183,27774,20926,4711,27447,13780,24622,17584,10606,6866,
营业利润(万元),9066,7488,1667,11365,11181,7326,3734,11908,10518,1488,9750,6322,9839,7488,4231,1926,
投资收益(万元),554,486,--,150,113,84,51,125,91,32,95,27,19,--,--,--,
营业外收支净额(万元),-43,-46,-46,-80,-57,-26,-18,-66,-32,-17,475,21,1592,68,66,-3,
利润总额(万元),9023,7442,1621,11285,11125,7301,3715,11842,10486,1471,10225,6343,11431,7556,4297,1922,
净利润(万元),7752,6453,1362,9804,9459,6157,3153,10232,8884,1265,8820,5610,10001,6713,3678,1760,
净利润(扣除非经常性损益后)(万元),6891,6029,1383,9344,9129,5918,2948,10089,8803,1252,8336,5570,8632,6655,3622,1763,
经营活动产生的现金流量净额(万元),437,1687,-2069,11137,10019,5175,-2953,7132,-577,411,8581,7980,10626,3381,16203,8547,
现金及现金等价物净增加额(万元),-41739,-35168,-49533,59824,8457,9959,-3120,5975,-1591,114,5941,8269,2375,-6209,9483,8081,
总资产(万元),169513,166153,170603,170110,118355,109870,--,101075,--,94066,90979,87222,79119,71722,57835,32180,
流动资产(万元),144087,141496,147296,146918,94497,86648,--,77729,--,71001,67844,65355,57426,52669,44965,30318,
总负债(万元),67434,65384,71701,72618,66265,61120,--,58543,--,60607,58825,58367,55965,58607,49012,29568,
流动负债(万元),67390,65339,71626,72543,66187,61041,--,58463,--,60568,58784,58307,55889,58526,48991,29568,
股东权益不含少数股东权益(万元),102078,100769,98902,97493,52089,48750,--,42532,--,33459,32154,28856,23154,13115,8822,2612,
净资产收益率加权(%),7.76,6.41,1.39,20.67,20.02,13.5,7.15,27.45,--,3.86,32,21.61,55.21,63.46,75.04,103.16,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
