报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),-1.51,-0.91,0.02,-0.29,0.44,0.43,0.32,0.98,0.62,0.57,0.26,1.08,0.66,1.23,0.55,1.27,1.14,0.75,
每股净资产(元),--,--,--,--,--,--,--,--,--,7.02,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.08,--,1.43,--,2.19,0.9,1.7,0.94,0.48,
主营业务收入(万元),575701,395065,237151,1017585,620073,437882,254837,899871,623215,428186,231924,855087,578553,743893,349339,620891,503523,291336,
主营业务利润(万元),337000,238976,138261,656951,380585,272170,151916,554480,398923,274398,141376,539160,371839,476702,217008,397501,318558,185417,
营业利润(万元),-112324,-71812,147,-15168,31520,32324,24147,73749,48830,40510,19130,68793,44037,81488,38445,63318,52176,33857,
投资收益(万元),7041,6781,8796,903,4810,5153,705,6068,297,150,-155,-100,10,--,--,--,--,--,
营业外收支净额(万元),-1311,-13,-60,-854,-363,-248,-524,-727,-71,-312,-407,8079,5000,6429,274,5121,3164,1268,
利润总额(万元),-113635,-71825,87,-16022,31157,32076,23623,73023,48759,40198,18723,76872,49037,87917,38719,68438,55339,35125,
净利润(万元),-82466,-49813,975,-15951,23925,23583,17413,49853,33973,28175,13026,53196,32510,61525,27635,50345,40730,25991,
净利润(扣除非经常性损益后)(万元),-91251,-57145,-3853,-24472,16736,18526,13264,37982,29521,24469,12559,--,28992,--,--,--,--,--,
经营活动产生的现金流量净额(万元),141039,115745,28892,15762,-39564,-25630,-17501,55716,12251,4035,18387,70514,20779,108109,45180,85535,34110,9982,
现金及现金等价物净增加额(万元),-29079,-15965,-9035,-36572,-56502,-54468,-2815,23419,24143,-5583,17269,-53702,-52088,50780,46278,9006,41194,620,
总资产(万元),970204,1023014,882205,868950,831732,748630,766250,787171,717560,606344,--,630364,--,586873,501993,573107,389258,235397,
流动资产(万元),380479,406347,438635,521602,479492,411467,480418,505464,467426,365974,--,407872,--,433024,383228,463551,293485,182132,
总负债(万元),716103,736463,526305,512754,415627,332678,341775,380248,307763,242955,--,279343,--,255885,186419,262393,262923,178556,
流动负债(万元),531911,463187,430852,471979,384759,325195,334692,373545,301922,237474,--,272449,--,250128,182047,257288,262250,178192,
股东权益不含少数股东权益(万元),265983,297921,346513,344742,400924,399673,404866,387556,392265,345991,--,330729,--,312704,303008,309331,125727,56841,
净资产收益率加权(%),-27.01,-15.5,0.28,-4.31,6.07,5.93,4.39,13.59,9.4,8.22,3.86,15.46,10.18,19.56,8.66,30.79,44.68,56.23,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
