报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.56,0.37,0.2,0.79,0.64,0.45,0.2,0.85,0.47,0.54,0.32,0.48,0.32,0.79,0.77,2.74,
每股净资产(元),--,--,--,3.91,--,--,--,--,2.74,--,2.22,2.06,1.9,2.47,1.68,4.03,
每股经营活动产生的现金流量净额(元),--,--,0.29,0.29,--,--,0.26,1.07,--,0.78,--,--,--,--,0.82,2.55,
主营业务收入(万元),75174,47788,23869,110095,86366,57333,27625,98972,49403,82716,39325,75172,39246,87971,97843,92616,
主营业务利润(万元),26695,17106,8526,35038,27982,19225,9299,35056,17472,26422,13204,23749,12178,25139,26609,28604,
营业利润(万元),17579,11019,5296,20498,16797,12026,5315,21476,11933,13996,8095,12248,8279,13819,13467,16051,
投资收益(万元),811,24,6,195,122,72,12,16,-48,245,105,444,194,150,25,8,
营业外收支净额(万元),151,62,35,671,218,121,33,1053,579,556,328,482,72,60,141,121,
利润总额(万元),17730,11081,5330,21170,17015,12147,5348,22529,12512,14552,8423,12731,8350,13879,13607,16172,
净利润(万元),15108,9393,4543,17820,14325,10213,4519,19034,10523,12250,6997,10787,7100,11855,11557,13678,
净利润(扣除非经常性损益后)(万元),14935,9303,4513,17214,14112,10091,4491,18144,9956,11819,6718,10377,7034,11798,11437,13572,
经营活动产生的现金流量净额(万元),21022,11758,6557,6559,12174,7372,5876,24082,6372,17480,11523,12417,9200,7067,12363,12738,
现金及现金等价物净增加额(万元),16988,9643,11438,2990,9487,5328,4525,13854,190,4918,4074,681,-2544,2148,3989,273,
总资产(万元),170480,166348,105569,102083,--,--,--,89580,75677,70607,63649,58549,53773,49155,37809,28668,
流动资产(万元),130439,125929,64602,60451,--,--,--,47715,37149,33908,31193,30644,28604,25504,20713,12676,
总负债(万元),16708,12810,12993,14050,--,--,--,19367,13975,15377,13672,12193,11104,12086,12595,8511,
流动负债(万元),13094,9100,9312,10460,--,--,--,15538,10369,11671,9813,8286,8083,9024,12410,8464,
股东权益不含少数股东权益(万元),153772,153538,92576,88033,--,--,--,70213,61701,55230,49977,46355,42669,37069,25214,20157,
净资产收益率加权(%),11.92,8.43,5.03,22.52,18.51,13.56,6.24,30.85,18,24.52,14.53,26.09,17.81,38.07,45.51,91.34,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
