报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.58,0.29,0.23,0.98,0.75,0.38,0.29,1.26,0.95,0.5,0.43,2.24,1.71,0.84,0.37,1.74,--,1.25,0.49,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,5.79,--,4.95,--,3.74,2.86,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,0.75,--,1.57,--,1.21,1.05,--,
主营业务收入(万元),48499,26248,12105,45842,33016,17374,7723,31163,22238,11956,5796,23502,16897,9637,4377,17624,13104,12988,9101,6839,
主营业务利润(万元),38174,20151,9298,35115,25510,13030,5639,23314,16616,8790,4402,17056,12839,7140,3275,13317,10003,9817,7098,5097,
营业利润(万元),26798,13320,5774,24529,19611,9803,4178,17901,13427,6964,3136,13145,9888,5301,2224,10136,7680,7265,3220,3486,
投资收益(万元),2860,1852,861,2524,1923,1285,483,1276,748,305,85,742,487,377,115,702,395,525,370,23,
营业外收支净额(万元),-43,-96,-99,61,6,0,0,-10,-10,-1,107,454,393,308,30,385,145,281,115,27,
利润总额(万元),26756,13224,5675,24590,19617,9803,4179,17891,13418,6964,3243,13600,10281,5609,2254,10521,7825,7546,3335,3513,
净利润(万元),22936,11662,5050,21624,16548,8345,3562,15086,11278,5844,2697,11404,8705,4293,1906,8870,6595,6377,2480,3008,
净利润(扣除非经常性损益后)(万元),20180,9787,4318,18966,14480,7020,3056,13497,10350,5460,2546,10402,7969,3779,1784,7952,--,5703,4141,2855,
经营活动产生的现金流量净额(万元),20885,9049,4407,14852,13972,7103,3762,14471,11063,5573,2725,10880,8169,3829,2407,8023,5832,6191,5337,1918,
现金及现金等价物净增加额(万元),8586,8622,7396,1269,3267,-719,-580,-6397,-12402,-13162,10231,1131,-18982,2973,-19422,6155,-9629,6725,6364,700,
总资产(万元),151074,134834,131616,122772,118178,105879,99479,92257,84769,77169,75763,35750,40403,35475,--,29680,--,21019,16292,11613,
流动资产(万元),116778,105294,105938,99728,97307,85721,82350,78317,71857,65670,65965,27111,32539,29202,--,25149,--,17640,12847,10748,
总负债(万元),17813,15320,16605,14528,16563,14165,12255,11023,7220,5576,5450,4156,11899,5885,--,4327,--,1811,1706,1088,
流动负债(万元),16832,14380,15749,13827,15861,13463,11745,10512,6845,5200,5075,3780,11892,5878,--,4318,--,1784,1616,1061,
股东权益不含少数股东权益(万元),124707,111964,108429,102397,95725,87379,84682,80498,76332,70815,70052,31149,28450,29536,--,25243,--,19066,14586,10524,
净资产收益率加权(%),20.17,10.78,4.79,23.59,18.75,9.84,4.3,21.4,16.61,9.15,4.76,38.56,29.41,15.67,7.28,40.04,--,38.63,21.73,35.99,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
