报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.18,0.21,0.14,0.48,0.38,0.26,0.13,0.58,0.49,0.33,0.16,0.6,0.44,0.57,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.93,3.77,--,3.44,--,2.84,6.64,2.39,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.06,0.78,--,1.28,0.74,0.86,0.8,0.49,
主营业务收入(万元),23649,16620,7570,35744,27139,17796,8277,33930,24125,15568,6950,28491,20452,27445,24103,22531,
主营业务利润(万元),4941,4114,2019,8168,6071,4172,1928,8682,6287,4191,1971,8260,6093,8628,8202,8608,
营业利润(万元),1507,1995,1241,4046,3536,2321,1286,4613,3655,2460,1136,3626,2797,4018,4524,5488,
投资收益(万元),--,--,--,454,366,238,155,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),616,381,155,813,324,73,42,598,240,216,203,1412,896,804,1293,1209,
利润总额(万元),2123,2377,1396,4859,3859,2394,1328,5211,3895,2677,1340,5038,3694,4822,5817,6697,
净利润(万元),2089,2279,1355,4807,3810,2557,1321,4583,3644,2491,1188,4527,3304,4269,5145,5943,
净利润(扣除非经常性损益后)(万元),1566,1954,1222,3759,3241,2309,1224,4075,3440,2307,1015,4022,2855,3975,4653,5613,
经营活动产生的现金流量净额(万元),2910,604,328,6945,5401,1479,1801,6150,7982,5833,4226,9563,5517,6457,6028,3666,
现金及现金等价物净增加额(万元),1134,1697,1048,1797,2883,120,3599,976,-246,-388,-4,-3177,-3444,2805,-1833,1443,
总资产(万元),67913,68229,68266,69428,70270,70257,69013,67221,46501,44399,--,44982,--,35603,27257,25152,
流动资产(万元),29914,31171,33064,36014,37347,39042,38850,37816,18144,16433,--,17602,--,17135,9639,12872,
总负债(万元),13351,13519,13035,15661,17596,18930,15387,16578,17038,16089,--,19163,--,14311,7334,7228,
流动负债(万元),12309,12471,11980,14600,14887,15654,12343,13828,13905,12949,--,13645,--,14055,7137,6914,
股东权益不含少数股东权益(万元),54423,54565,55171,53767,52675,51327,53626,50643,29463,28311,--,25819,--,21292,19923,17924,
净资产收益率加权(%),3.85,4.16,2.49,9.24,7.35,4.95,2.58,14.56,13.18,9.2,4.5,19.22,14.4,21.01,27.33,39.75,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
