报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),1.05,0.61,0.3,1.37,0.99,0.59,0.3,1.19,0.88,0.53,0.22,0.96,0.52,0.27,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.58,--,2.92,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.11,--,0.06,0.58,0.42,-0.12,-0.22,-0.14,
主营业务收入(万元),350147,217730,102885,331103,229149,137770,57310,224936,155085,95451,40416,167732,110645,92275,50351,18482,
主营业务利润(万元),97950,57638,26644,104267,74961,48136,20727,81839,57757,34896,14600,56862,35506,32190,14213,5667,
营业利润(万元),54405,30272,15032,66987,48673,29777,14242,51580,36705,21607,8959,35553,21469,15271,6006,1026,
投资收益(万元),735,502,234,5626,4926,434,299,299,422,157,-20,180,196,221,-347,85,
营业外收支净额(万元),252,201,161,-233,2137,1467,1512,1602,1768,1611,493,5546,1471,507,40,98,
利润总额(万元),54658,30473,15194,66754,50810,31245,15754,53182,38473,23217,9452,41099,22940,15778,6045,1124,
净利润(万元),45843,26380,12899,59426,42914,25706,12833,45087,32393,19580,7971,35370,19247,9929,2678,598,
净利润(扣除非经常性损益后)(万元),42072,23967,11378,49466,33519,22084,10365,42613,30532,--,7517,31106,18507,12170,3170,483,
经营活动产生的现金流量净额(万元),18396,19655,-12705,32632,17921,-7432,1383,3050,-3926,-1176,2376,21319,15462,-4558,-2812,-1394,
现金及现金等价物净增加额(万元),-42950,-20732,-42886,6972,-21505,-9764,-57588,83941,-15065,7829,-10125,6110,-7841,18236,661,-3570,
总资产(万元),805211,770564,687190,666046,602827,505911,482481,433888,289609,260713,207626,194687,--,112585,51577,35409,
流动资产(万元),524086,513784,467839,471776,436632,391659,388193,351298,238756,210200,165644,154931,--,99259,40187,27457,
总负债(万元),463002,449681,362020,353926,307878,228188,213999,178570,157488,141395,99910,94940,--,48234,28321,19768,
流动负债(万元),425640,410390,306413,291574,226449,173169,158962,142785,119447,108220,95015,91385,--,48084,28321,19754,
股东权益不含少数股东权益(万元),320141,300100,303726,290833,274133,256896,257524,244721,132121,119318,107716,99747,--,64351,16582,10654,
净资产收益率加权(%),15.01,8.93,4.34,22.39,16.54,9.75,4.9,32.45,27.94,--,7.68,43.11,26.02,29.82,21.83,6.75,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
