报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),-0.2,-0.12,-0.08,0.21,-0.3,-0.16,-0.15,0.34,-0.56,-0.31,-0.21,0.43,-0.66,-0.34,-0.33,0.36,-0.46,0.39,0.39,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,4.4,--,--,--,3.96,3.15,3.61,2.52,1.64,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,-0.09,--,--,--,-1.03,-1.52,-0.21,-0.41,0.18,
主营业务收入(万元),47431,28064,11234,75322,31400,21321,7306,67037,28923,20122,6436,65466,24760,19282,4763,50797,11824,32450,24218,19328,
主营业务利润(万元),14768,10363,4101,30741,9949,8009,2575,27476,9859,7499,2529,27426,8614,7524,1926,22840,4095,16136,12801,10161,
营业利润(万元),-8172,-4878,-2280,4024,-7729,-4219,-2513,4094,-7896,-3924,-2462,4391,-8138,-4303,-3847,3839,-5513,3788,3578,3643,
投资收益(万元),205,137,85,-45,227,129,91,-139,17,-47,-26,-179,-60,-35,-54,108,186,-18,-28,-99,
营业外收支净额(万元),20,20,18,5,89,89,83,63,181,84,--,142,95,95,0,71,46,148,62,0,
利润总额(万元),-8152,-4858,-2262,4029,-7641,-4130,-2430,4157,-7715,-3840,-2462,4533,-8043,-4207,-3847,3910,-5467,3936,3640,3643,
净利润(万元),-6072,-3609,-1698,4258,-6097,-3308,-1976,4008,-6130,-3062,-2058,4277,-6466,-3335,-3256,3528,-4543,3445,3107,3148,
净利润(扣除非经常性损益后)(万元),-6375,-3813,-1772,3784,-6548,-3624,-2144,3797,-6283,-3134,-2058,4156,--,-3416,-3256,3303,-4746,3302,2985,3092,
经营活动产生的现金流量净额(万元),-23565,-20224,-21081,-5001,-26344,-21940,-13021,-2847,-25302,-18569,-12949,-858,-20856,-15747,-12095,-10125,-14974,-2081,-3590,1470,
现金及现金等价物净增加额(万元),-28148,-26490,-28292,2449,-13765,-10882,-14822,18611,-5244,8665,-15592,1468,-16661,-11025,-8931,11418,363,-5603,4047,5979,
总资产(万元),151221,146194,139850,140641,120048,118995,107046,113511,100505,101204,71009,76030,--,--,--,66172,49260,54450,35635,23139,
流动资产(万元),122360,123336,122714,123742,111149,113386,102464,109246,95676,97450,67486,72843,--,--,--,63914,46210,52297,33847,21809,
总负债(万元),84306,76812,67818,66907,58164,54623,40998,45692,42895,40528,29710,32673,--,--,--,27092,18251,18898,13474,10085,
流动负债(万元),78692,70411,62272,61314,54471,50623,40998,45692,42895,40528,29710,32673,--,--,--,27092,18251,18898,13474,9585,
股东权益不含少数股东权益(万元),65672,68041,70573,72102,61884,64372,66048,67819,57610,60675,41299,43357,--,--,--,39080,31009,35552,22161,13054,
净资产收益率加权(%),-9.25,-5.42,-2.38,6.09,-9.4,-4.99,-2.95,7,-13.02,-7.32,--,10.38,--,-9.13,--,9.45,-13.65,14.46,21.27,54.36,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
