报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.55,0.38,0.16,0.32,0.25,0.17,0.11,0.46,0.38,0.26,0.14,0.46,0.3,0.45,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,3.44,--,3.28,--,2.46,1.92,1.56,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.32,--,-0.65,--,1.22,2.67,-0.12,
主营业务收入(万元),148345,103469,41650,141169,104244,66811,33837,131356,95413,61289,28773,105924,72761,118173,152190,142802,
主营业务利润(万元),22165,16086,6246,15030,11130,7662,3667,15092,11757,7108,3770,15447,11005,18886,17446,16251,
营业利润(万元),13990,9721,4168,8581,6918,4572,2281,7762,5921,3940,2118,7265,4872,7017,7180,5700,
投资收益(万元),362,274,92,712,603,387,181,519,445,445,445,-87,-254,-2522,-1324,-1909,
营业外收支净额(万元),1,-3,-3,-33,-2,-0,0,-49,102,18,-0,101,58,-158,-455,-154,
利润总额(万元),13991,9718,4165,8548,6915,4572,2282,7713,6023,3958,2118,7366,4930,6859,6725,5546,
净利润(万元),11356,7927,3248,6634,5283,3484,1739,6123,4671,3105,1671,5485,3568,5335,5596,4334,
净利润(扣除非经常性损益后)(万元),10801,7592,3071,5961,4711,3165,1591,5796,4465,2967,1600,5315,--,7619,6812,5628,
经营活动产生的现金流量净额(万元),16153,-444,-1695,3206,4015,5089,1843,-3611,-88,3892,-1380,-7761,-4841,14645,32015,-16119,
现金及现金等价物净增加额(万元),-1861,-11317,-1640,12624,1288,756,944,1331,27615,4084,-1457,-4541,-5536,2606,2125,-1410,
总资产(万元),124537,135416,121928,116406,114972,109719,108370,110499,115576,93515,--,100598,--,103535,110771,127557,
流动资产(万元),102496,114206,101365,97397,97311,93525,92344,95162,100680,78526,--,85973,--,87727,94494,110675,
总负债(万元),42107,57119,42409,41206,40263,37451,36716,39391,45729,52286,--,61279,--,74045,83785,108432,
流动负债(万元),42104,57119,42301,41206,40163,37451,36716,39251,45848,52238,--,60934,--,74045,83785,108416,
股东权益不含少数股东权益(万元),82203,78298,79519,75200,74709,72267,71654,71108,69847,41229,--,39320,--,29490,23024,15576,
净资产收益率加权(%),14.28,10.11,4.2,9.07,7.22,4.86,2.44,12.06,10.56,7.71,4.19,16.49,--,20.13,27.85,32.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
