报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.03,0.01,0.03,0.12,0.13,0.08,0.02,0.41,0.24,0.12,0.05,1.29,0.74,0.31,0.06,1.17,0.51,1.41,1.27,0.76,0.21,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,5.98,--,5.74,--,4.85,3.83,2.71,1.95,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,0.43,--,0.06,--,1.46,1.24,0.71,0.07,
主营业务收入(万元),20135,13135,7975,40232,27696,17487,8001,40957,19892,10900,3510,27741,18120,9566,2744,23712,11688,26094,24710,14139,9682,
主营业务利润(万元),9307,6484,3877,19004,12835,8663,3910,19241,9385,5088,1531,13649,8703,4328,1309,11275,5542,11977,10870,5945,4042,
营业利润(万元),-335,-318,249,4315,3303,2553,830,9489,4543,2325,-178,6527,3915,1516,-19,5714,1954,7268,5936,3830,1290,
投资收益(万元),501,110,66,-13,129,80,74,479,727,467,--,36,36,36,--,197,167,70,--,--,33,
营业外收支净额(万元),11,13,-0,-6,10,0,0,0,6,1,664,1798,1027,597,395,1894,1281,1911,1907,667,140,
利润总额(万元),-324,-304,249,4309,3313,2554,830,9489,4550,2325,486,8326,4942,2112,376,7608,3235,9179,7844,4496,1430,
净利润(万元),529,171,407,1851,1992,1172,375,6274,3796,1932,354,7333,4201,1794,317,6672,2919,8023,6971,3900,1095,
净利润(扣除非经常性损益后)(万元),-47,-78,296,295,1296,794,105,4635,3847,1771,248,6975,--,1577,186,5836,--,7250,7379,3874,2508,
经营活动产生的现金流量净额(万元),-4547,-2589,-3637,-5085,-7060,-5970,-4404,-5537,-13005,-9436,-4539,7940,1725,2446,-255,366,-2441,8338,7091,3635,341,
现金及现金等价物净增加额(万元),-11232,-7773,-7649,-6143,-6861,-3935,-19939,-17722,-25041,-22482,-6678,32647,-3583,-1626,-2723,-1379,-1969,-3777,7416,-1295,5338,
总资产(万元),162581,163761,161561,163888,164738,164294,166946,166452,104918,100041,83483,87689,53222,50969,--,50737,--,40591,28318,18112,12156,
流动资产(万元),84775,86139,84674,86803,88238,88236,91325,106754,78946,73349,57309,61432,27317,25178,--,27124,--,23894,22878,12800,11716,
总负债(万元),65035,66158,63460,66054,67698,68520,75888,76886,29637,27835,13679,16783,16416,16878,--,18016,--,12946,6473,4276,2220,
流动负债(万元),44793,45670,42254,44608,41745,44139,50740,54058,27502,25625,11200,14479,14051,13885,--,13698,--,6858,6400,4276,2220,
股东权益不含少数股东权益(万元),85785,85399,85638,85222,86066,84702,79011,78092,74839,71839,69427,70593,36465,34058,--,32721,--,27644,21845,13836,9936,
净资产收益率加权(%),0.62,0.2,0.48,2.26,2.41,1.44,0.48,8.42,4.29,2.38,0.5,20.34,12.17,5.37,0.96,22.4,10.41,33.42,39.54,32.81,14.51,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
