报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
基本每股收益(元),0.61,0.42,0.18,0.47,0.65,0.44,0.22,0.8,0.63,0.43,0.2,0.75,0.4,0.85,0.71,0.62,0.69,0.48,0.37,
每股净资产(元),5.33,5.14,5.05,4.87,5.01,--,--,4.58,--,--,--,--,--,--,--,--,2.61,--,1.95,
每股经营活动产生的现金流量净额(元),-1.38,--,1.01,--,-4.23,--,-0.95,-0.37,--,--,--,10.18,4.64,1.94,--,7.47,--,2.97,2.43,
主营业务收入(万元),962207,625659,286018,1115682,803864,515947,256039,1019434,725829,486741,244100,989730,465395,787596,588725,553302,258937,425463,330373,
主营业务利润(万元),447827,305635,134633,378569,439070,303417,147126,549284,438145,299684,138000,512760,271099,435222,360600,322457,182255,247487,188393,
营业利润(万元),447827,305635,134633,378569,439070,303417,147126,549284,438145,299684,138000,512760,271099,435222,360600,322457,182255,247487,188393,
投资收益(万元),132583,89296,33304,263684,153887,123799,39658,45837,4953,-4865,-4332,21521,13673,15525,17503,-11071,2195,236,2752,
营业外收支净额(万元),-7,256,327,2422,395,243,160,5442,4346,1089,495,12943,6898,952,--,-2164,-2131,3262,3888,
利润总额(万元),447820,305891,134960,380991,439465,303660,147286,554726,442491,300773,138496,525703,277997,436174,365191,320294,180124,250749,192280,
净利润(万元),358994,246932,104717,305883,343579,236655,115521,428002,335181,227140,105179,399877,212176,335637,278860,246308,137310,190185,146030,
净利润(扣除非经常性损益后)(万元),358709,246676,104467,303046,343183,236459,115358,418365,--,--,--,388335,--,331934,--,--,--,--,143153,
经营活动产生的现金流量净额(万元),-817155,-429994,598182,-2581947,-2249952,-304272,-507997,-198139,-1238913,-1313557,-2464070,5403639,2454165,772016,--,2944723,665856,1171817,958354,
现金及现金等价物净增加额(万元),-1187845,-1187627,-45853,326706,-1250517,-129006,-141400,313126,-763854,462432,380991,160854,-39215,442480,--,246960,53421,131432,341354,
总资产(万元),49279386,47979557,48736454,46614242,45775693,44363603,43373609,43582889,43180065,41753466,37537020,36614797,31584471,26562309,24130786,20428921,16734411,14933428,10373401,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总负债(万元),45212572,44028045,44837342,42827892,41907787,40874547,40007509,40238952,40714239,39446157,35243543,34428660,29591332,24779907,22789601,19288363,15706842,13979782,9606266,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股东权益不含少数股东权益(万元),3938660,3826067,3774923,3664974,3746849,3370198,3248652,3220589,2347741,2239234,2234613,2129638,1940287,1779484,1341185,1140558,1027569,953647,767135,
净资产收益率加权(%),11.87,8.25,3.57,10.03,13.63,--,4.8,18.82,--,10.25,--,20.21,11.03,26.22,--,23.52,--,22.1,21.04,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
