报告日期,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),3.92,3.84,3.62,3.52,3.16,2.84,2.9,2.79,2.58,2.48,2.38,2.34,2.25,2.34,2.32,2.36,2.42,2.54,2.49,2.49,2.4,2.26,2.18,2.22,1.29,1.27,1.21,
每股经营活动产生的现金流量净额(元),1.1,0,0,0,1.14,0,0,0,0.56,0,0,0,0.62,--,0.23,--,0.45,0.1,0.39,0.11,0.59,--,0.01,--,--,--,--,
主营业务收入(万元),1951722,1455257,965709,481049,984175,641844,556913,275007,945990,690115,448901,233167,716949,501819,284788,150782,702237,364520,715551,301370,582003,271775,393284,233801,481919,511035,504225,
主营业务利润(万元),384842,338331,238356,133049,239143,147891,143530,72182,170274,103059,58673,34818,58241,24083,4437,5290,57350,27236,93619,43028,93697,33367,76656,56742,80991,80916,115393,
营业利润(万元),266438,251596,185351,106806,154319,86820,94526,46344,94389,53437,28652,19793,6849,-20946,-25734,-10679,2703,10930,52313,19714,54383,18168,59087,45513,81608,81492,115608,
投资收益(万元),86,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,-70,0,1550,1100,3635,659,522,0,0,0,0,
营业外收支净额(万元),-2882,0,0,0,-21010,0,0,0,-24327,0,0,0,-213,22,-3,0,1481,0,21,0,-348,0,0,0,0,0,0,
利润总额(万元),263642,251437,185507,106571,133344,81802,94668,46908,70062,52792,28968,18134,6636,-20078,-24891,-10683,4114,11136,53884,20821,57670,18826,60610,46388,80835,80719,114035,
净利润(万元),183814,169329,125160,71400,128959,69456,80563,39882,63043,45146,25222,18134,4263,-15815,-19896,-10683,2114,9465,43482,17698,47560,16002,51955,29959,54159,54081,76403,
净利润(扣除非经常性损益后)(万元),184324,0,124959,0,136280,0,80443,0,76107,0,24953,0,4444,-16553,-20612,--,703,9260,43482,0,47560,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),214238,224626,119643,62592,223195,94904,76053,-8002,108946,45179,16284,-6155,121829,--,44298,--,87300,19162,76033,22040,115576,--,1879,--,--,--,--,
现金及现金等价物净增加额(万元),25815,103649,8693,25499,-12521,-12294,-11807,-4590,12864,303,681,-204,-3280,--,-1990,--,-829,4863,-7165,9600,8022,--,-29272,--,--,--,--,
总资产(万元),1038224,1107277,1035107,1046551,997976,875155,855219,813564,721454,688152,644200,674384,666176,715140,730796,757246,770277,792165,828911,867758,884904,908451,921306,736470,627583,550960,521909,
流动资产(万元),225509,283824,191264,184315,113651,92151,131968,163624,104049,111836,83197,113328,95092,132745,0,152693,0,163134,0,0,153728,178374,159140,131624,129671,115194,96057,
总负债(万元),273692,357768,329768,359872,382696,321341,290298,269500,218765,203631,179616,217110,227037,259492,279228,296465,298814,296617,342828,381410,416209,466958,495833,304287,420942,348468,327529,
流动负债(万元),135037,188441,154491,164582,186277,133558,139931,132339,116829,121882,117175,147127,173373,186391,0,221515,0,129615,0,0,239194,297835,333503,93605,158364,133332,132773,
股东权益不含少数股东权益(万元),764532,749509,705340,686680,615280,553814,564921,544064,502690,484522,464584,457273,439139,455649,451568,460781,471463,495548,486083,486349,468696,441493,425473,432183,206641,202493,194380,
净资产收益率加权(%),26.64,0,18.95,0,23.34,0,15.09,0,13.39,0,5.43,0,0.97,-3.41,0,--,0.45,1.93,9.34,0,0,--,14.46,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
