报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
基本每股收益(元),1.44,1.17,0.45,2.39,0.95,1.02,0.42,2.16,0.88,0.57,2.13,
每股净资产(元),--,--,--,8.19,--,--,--,6.35,4.34,3.61,21.21,
每股经营活动产生的现金流量净额(元),--,--,--,1.34,--,--,--,2.8,0.75,0.31,6.62,
主营业务收入(万元),40457,27348,10335,50759,29862,19823,7940,36700,20116,9730,5002,
主营业务利润(万元),28245,19178,7397,36201,21604,15260,6091,29877,16242,8314,4436,
营业利润(万元),6773,5222,1943,10623,4410,4629,1865,9944,4014,2369,1867,
投资收益(万元),202,149,75,465,381,196,101,291,299,42,3,
营业外收支净额(万元),14,14,5,18,23,23,-4,-11,69,-86,--,
利润总额(万元),6787,5237,1949,10640,4433,4651,1861,9933,4083,2283,1867,
净利润(万元),6172,4681,1814,9572,3809,4067,1668,8624,3516,1935,1634,
净利润(扣除非经常性损益后)(万元),5732,4533,1727,8685,--,3881,1586,7798,3207,1986,1632,
经营活动产生的现金流量净额(万元),6758,2060,-2900,5349,-1181,283,-1426,11204,3007,1255,662,
现金及现金等价物净增加额(万元),13691,1788,43,-7979,-5144,-1241,3937,2758,5074,417,397,
总资产(万元),87598,53385,48765,51813,--,--,--,33554,22060,16963,3517,
流动资产(万元),66432,31894,27498,30464,--,--,--,31668,21251,16239,3307,
总负债(万元),18244,18522,14168,19045,--,--,--,8158,4688,2507,1396,
流动负债(万元),9098,9308,4840,9540,--,--,--,7208,4385,2340,1335,
股东权益不含少数股东权益(万元),69354,34863,34597,32768,--,--,--,25396,17372,14456,2121,
净资产收益率加权(%),14.78,13.66,5.39,31.71,--,14.83,6.36,39.77,21.82,32.67,125.29,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
