报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.45,0.35,1.26,0.3,0.95,0.23,0.46,0.23,0.39,0.17,0.04,
每股净资产(元),4.68,4.58,4.23,--,2.96,2.25,2.02,1.79,3.27,1.94,1.23,
每股经营活动产生的现金流量净额(元),-1.01,-0.29,0.67,0.06,0.12,-0.25,-0.33,-0.4,1.16,1.76,0.12,
主营业务收入(万元),9430,7004,13424,4689,12566,4201,6863,3220,4586,2527,1377,
主营业务利润(万元),7194,5166,9625,3586,7861,2869,4581,2225,3141,1582,1073,
营业利润(万元),2723,2121,7200,1698,5496,1353,2636,1334,1603,569,-58,
投资收益(万元),--,--,--,--,18,13,71,15,9,7,3,
营业外收支净额(万元),--,--,102,103,79,30,34,7,314,266,242,
利润总额(万元),2723,2121,7303,1800,5575,1383,2669,1341,1917,835,183,
净利润(万元),2311,1801,6448,1516,4837,1175,2301,1130,1624,709,155,
净利润(扣除非经常性损益后)(万元),2311,1801,6354,1429,4755,1138,2298,1173,1882,703,153,
经营活动产生的现金流量净额(万元),-5137,-1467,3413,289,626,-1281,-1671,-2051,1302,1761,119,
现金及现金等价物净增加额(万元),-4026,-2053,3037,-540,1567,-587,334,-1094,112,882,320,
总资产(万元),31369,29297,27898,--,21004,16552,15306,15723,7627,5663,3031,
流动资产(万元),25077,23009,21630,--,14573,10050,8840,9729,4429,4518,2363,
总负债(万元),7492,5929,6331,--,5885,5096,5026,6613,3953,3721,1798,
流动负债(万元),7242,5429,5581,--,4635,3596,3276,4613,3953,3721,1798,
股东权益不含少数股东权益(万元),23878,23368,21567,--,15118,11456,10281,9110,3674,1943,1234,
净资产收益率加权(%),10.17,8.02,35.15,9.55,38.09,10.81,29.5,19.2,58.96,44.64,13.44,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
