报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.39,0.29,0.22,0.68,0.55,0.43,0.2,0.66,0.48,0.44,0.32,0.74,0.52,0.45,0.27,0.48,0.37,0.44,0.35,0.31,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.29,3.17,--,--,--,2.43,2.32,3.12,2.55,2.88,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.38,0.77,--,--,0.47,0.97,1.25,0.59,0.43,1.47,
主营业务收入(万元),47035,36444,21259,63729,46945,35136,18951,57804,42997,32779,18360,49297,36609,28287,16181,43548,31588,43216,39109,29327,
主营业务利润(万元),11762,8990,5169,15210,11220,8105,4476,14440,10692,8357,4818,13147,9238,7135,4352,10213,7477,9673,8540,5869,
营业利润(万元),6228,4790,2607,7994,6414,5051,2455,6532,4617,4286,2758,5664,3947,3562,2145,3446,2658,3151,2512,1510,
投资收益(万元),351,304,90,-73,161,450,231,161,41,--,--,46,17,--,--,12,21,45,--,--,
营业外收支净额(万元),-32,-7,-1,-30,-40,-16,-5,35,342,244,66,734,559,363,256,475,275,345,357,1027,
利润总额(万元),6196,4783,2605,7964,6374,5035,2449,6567,4959,4530,2824,6397,4506,3926,2400,3921,2933,3496,2869,2538,
净利润(万元),5434,4159,2208,6879,5567,4345,2027,5628,4174,3817,2391,5517,3923,3397,2054,3379,2543,3042,2476,2350,
净利润(扣除非经常性损益后)(万元),5158,3815,1875,5964,5102,3716,1814,5336,4058,3742,2367,5093,3551,3122,1857,3058,2369,2870,2297,1599,
经营活动产生的现金流量净额(万元),9312,8869,3209,10154,12741,8491,4485,6703,9688,8205,2866,5803,9327,8581,3516,7286,9396,3159,2300,8800,
现金及现金等价物净增加额(万元),8055,9085,3233,5614,7394,2293,5002,7365,4957,24539,-1668,1861,1555,1396,1446,1344,2409,-530,713,-580,
总资产(万元),85310,84127,89976,84412,71171,72167,72634,73939,57884,63548,43184,46056,--,--,--,43559,35111,43596,35527,28120,
流动资产(万元),55382,56253,62374,56682,44004,44994,56442,57485,42049,47212,26597,29127,--,--,--,26014,17380,25163,20994,15333,
总负债(万元),28336,28549,35037,31943,20278,22766,23628,26960,12387,18407,18533,22296,--,--,--,25316,17703,26893,21866,10868,
流动负债(万元),28297,28508,34994,31897,20230,22715,23576,26906,12330,18348,18471,22232,--,--,--,25242,17626,26806,21839,10822,
股东权益不含少数股东权益(万元),56974,55578,54939,52469,50893,49401,49006,46979,45497,45141,24652,23760,--,--,--,18243,17408,16703,13661,17252,
净资产收益率加权(%),9.69,7.65,4.11,13.93,11.43,9.05,4.22,16.85,17.14,15.79,10.2,26.27,19.42,17.03,10.66,19.96,15.29,20.04,19.15,14.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
