报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,
基本每股收益(元),0.24,0.15,0.13,0.15,0.1,0.07,0.04,0.18,0.17,0.11,0.05,0.21,0.18,0.09,0.05,0.66,--,--,0.24,0.05,0.07,0.04,0.06,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2.38,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,-0.54,--,1.3,--,--,1.76,--,-0.18,--,-0.13,
主营业务收入(万元),218209,143648,98785,176133,121909,81012,41503,191770,153106,100506,44334,173436,134379,82208,42618,381620,293296,218640,168962,50377,94134,43550,82816,
主营业务利润(万元),113552,71344,58447,67841,43425,31219,19870,85966,81099,53458,21658,79980,67441,35605,18900,245712,192098,150033,87117,18079,26767,13387,22788,
营业利润(万元),113552,71344,58447,67841,43425,31219,19870,85966,81099,53458,21658,79980,67441,35605,18900,245712,192098,150033,87117,18079,26767,13387,22788,
投资收益(万元),74149,44758,29602,98321,60292,33228,13551,65638,51339,30378,14200,45179,38355,23828,7006,77665,60248,37543,31668,6239,5335,3768,15798,
营业外收支净额(万元),140,98,88,-871,24,72,50,-284,-108,-259,190,403,459,50,15,-160,-387,-464,388,320,918,692,393,
利润总额(万元),113692,71442,58535,66970,43449,31291,19920,85682,80992,53198,21848,80383,67900,35655,18915,245552,191711,149569,87505,18400,27685,14079,23181,
净利润(万元),87340,55814,47806,55374,35758,24497,15868,64973,60280,40647,16522,60201,51393,26617,14780,186507,146656,112474,68611,13938,18719,10543,16384,
净利润(扣除非经常性损益后)(万元),87008,55616,47700,54968,34822,23582,15753,65102,60239,40793,16382,59902,51051,26581,14770,186672,--,--,68343,13709,18044,--,16102,
经营活动产生的现金流量净额(万元),345220,433587,530565,61393,-120355,3826,189571,-409615,-79758,162375,122808,-785415,-467323,-151077,-232638,366253,916776,--,497839,56246,-51595,-74730,-33867,
现金及现金等价物净增加额(万元),367475,430116,533732,-126545,-121623,49037,228993,-227131,6913,117897,78090,-536045,-577146,-329530,-187580,696692,995246,--,641007,128426,-62627,-82394,4372,
总资产(万元),5087891,4898714,5392202,4441159,4569710,4657786,4686731,3990806,4127453,4051364,3682605,3458802,--,3286334,--,3801428,3861786,4478180,2295638,1307226,1139899,982695,940819,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总负债(万元),3753180,3597683,4072261,3158196,3303089,3405272,3416905,2733451,2873023,2826590,2459012,2251883,--,2625666,--,3123196,3231354,3886478,1795708,860621,704910,558420,526669,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股东权益不含少数股东权益(万元),1302643,1271464,1288834,1252464,1237244,1223244,1239832,1226297,1222096,1201113,1200880,1184304,--,652907,--,670512,627788,591701,497216,443847,432252,421689,411635,
净资产收益率加权(%),6.71,4.35,3.76,4.47,2.89,1.98,1.29,5.39,4.99,3.38,1.39,8.49,7.71,4.09,2.15,32.18,--,--,14.81,--,4.44,--,4.48,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
