报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2005-03-31,2004-12-31,2004-09-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,
基本每股收益(元),0,-0.01,0,0.02,0,0,0,0.03,--,0,0,0.1,0.03,0.01,0,0.09,-0,-0,-0,0.01,-0.01,-0.01,-0,0,-0.01,-0.01,--,0.01,--,--,--,0.01,--,0,0,0.03,--,--,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,0.19,--,0.2,0.19,0.38,0.37,0.36,0.36,0.35,0.35,0.35,0.16,0.13,0.13,0.13,0.04,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.05,-0.18,-0.18,-0.18,-0.18,-0.39,-0.39,-0.39,-0.39,-0.48,-0.49,-0.52,-0.52,-0.55,-0.55,-0.55,-0.52,-0.52,-0.51,0.73,0.74,0.87,0.13,-0.89,-0.76,-0.54,0.49,0.69,1.12,1.33,2.08,1.78,2.25,2.13,2.4,2.43,2.73,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,-0.01,--,--,--,-0.05,--,--,0.05,0,--,0.01,0.01,0,0,0,0,0,0,0,-0,0,0,--,0.01,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,0,--,0,-0.04,--,-0.01,-0.01,-0,-0.09,0.01,0.28,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),6290,171,94,8063,7508,7000,3793,20014,13376,11999,9611,8153,1273,295,160,3510,0,0,0,405,0,0,0,805,102,102,--,649,351,103,33,200,--,0,0,0,0,0,0,0,0,0,--,0,--,0,0,0,0,0,0,0,5427,2699,12038,7015,26798,13971,10454,3757,13265,9703,23282,10712,19874,
主营业务利润(万元),351,101,49,1223,767,305,156,2409,942,520,235,4099,1170,217,145,3308,0,0,0,382,0,0,0,526,18,18,--,501,265,69,--,189,--,0,0,0,0,0,0,0,0,0,--,0,--,0,0,0,0,0,0,-181,-1817,337,-7297,-777,3202,4835,-2065,-1338,149,1720,3790,2988,2642,
营业利润(万元),-166,-389,-16,718,260,135,82,1270,383,144,95,3308,631,-100,32,2959,-114,-98,-46,179,-171,-115,-56,89,-344,-210,--,168,--,-18,1,4,--,-44,5,-237,--,-103,--,-209,--,-114,--,0,--,0,0,-2275,-1153,-1179,-4503,-2039,-15860,-2132,-13775,-3333,3445,0,-2048,0,828,0,3806,0,2729,
投资收益(万元),--,--,--,10,4,4,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,0,--,0,--,--,0,0,0,0,--,0,--,0,--,--,--,--,--,-113,0,-3,-3,-1792,-1986,-952,0,-118,-52,33,0,109,104,474,0,472,371,774,
营业外收支净额(万元),121,121,63,-47,-44,-1,0,-128,-19,-20,-20,-30,366,376,-10,-1,97,-2,-2,-5,-2,-0,--,-21,-0,-0,--,82,17,18,--,148,--,86,0,975,838,898,--,253,--,--,--,--,-10,64,0,-2054,0,9,-2516,0,-12015,0,--,0,0,52,0,-422,0,0,0,--,0,
利润总额(万元),-45,-268,46,671,217,135,82,1143,364,124,75,3278,997,276,22,2959,-17,-101,-49,174,-173,-116,-56,69,-344,-210,--,251,102,0,3,152,73,43,5,738,754,796,-50,44,-158,-114,-41,0,-447,-256,0,-4329,-1147,-1173,-8812,-5434,-28826,-5071,-15758,-4808,3652,5051,-2935,-1511,2196,2018,4377,3460,3641,
净利润(万元),36,-179,46,531,180,98,60,829,266,89,55,2448,748,207,16,2234,-17,-101,-49,130,-173,-116,-56,66,-344,-210,-102,188,102,0,3,152,73,43,5,738,754,796,-50,44,-158,-114,-41,-63,-380,-256,-233,-4329,-1147,-1173,-3989,-5434,-28756,-5046,-15641,-4756,3722,5045,-2935,-1511,2183,2003,4204,3347,3730,
净利润(扣除非经常性损益后)(万元),-55,-270,-1,484,--,98,60,925,--,--,76,2471,473,-100,26,2234,-114,-98,-46,134,-171,-115,-56,86,-344,-210,--,106,--,-19,--,4,--,-44,0,-237,--,796,--,--,--,-114,--,--,-380,--,0,-2275,--,-1179,-1473,-3684,-12861,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-249,-250,-252,31,-169,-242,-157,-1267,-1213,-619,-497,1287,-171,206,253,209,0,-0,0,-1,-1,-1,-0,-13,-12,-13,5,116,50,12,-4,16,-346,-94,23,82,-25,-2,-0,-6,1,-2,-3,-5,12,28,0,-939,--,-212,-249,-120,-2332,177,7027,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-249,-250,-252,15,-212,-232,-157,-2493,-2434,-1839,-1697,2543,-171,206,253,187,0,-0,0,-1,-1,-1,-0,-13,-12,-13,5,-0,-2,10,-4,12,8,2,3,2,4,1,-0,-6,1,-2,-3,-5,12,28,0,-32,--,-29,-43,-51,-3,-39,-1236,--,--,--,--,--,--,--,--,--,--,
总资产(万元),7894,7715,8362,8510,8568,9892,10893,10665,10439,10962,10503,11035,7248,6625,6876,7671,4336,4832,4825,4825,4993,4984,4468,5019,5091,5224,5467,5351,336,356,358,302,198,106,117,51,39,13,10,10,54,51,51,112,119,190,28025,28071,27231,35759,20731,25317,33615,65400,70213,70075,72731,69747,54053,49542,49347,45193,44333,42685,28436,
流动资产(万元),4769,4612,5320,5445,5369,6460,7431,7175,6615,7120,6603,8412,7222,6597,6848,7645,4332,4826,4817,4816,4983,4973,4455,5005,5075,5207,5450,5332,816,836,341,284,178,86,95,29,35,13,10,10,54,51,51,112,--,190,12753,0,27230,0,0,0,0,8744,8898,15822,16102,18212,12998,15517,13956,12131,14800,15550,12528,
总负债(万元),2991,3027,3449,3643,3933,525,1806,1634,1542,2242,1817,2404,3380,3297,3739,4550,3407,3583,3523,3475,3945,3878,3303,3797,4127,4126,--,4044,4761,5382,--,4808,--,9748,9796,9735,--,0,--,--,--,13673,--,--,--,--,--,9591,5609,32465,42958,44177,47205,53224,52952,42280,39396,35245,24596,18708,20137,11504,15153,9198,14785,
流动负债(万元),2991,3027,3449,3643,3098,525,1806,1634,1542,2242,1817,2404,3297,3214,3657,4468,3325,3500,3441,3392,3862,3795,3220,3714,4042,4041,4177,3959,4561,4682,4613,4608,9605,9543,9593,9534,11883,11870,12870,12822,11437,11393,11320,12759,--,12655,9698,0,5444,0,0,0,0,23594,23097,16246,14732,9353,7254,4787,6216,100,3529,463,8028,
股东权益不含少数股东权益(万元),4903,4688,4913,4867,4636,9367,9087,9031,8897,8720,8686,8631,3869,3328,3137,3121,929,1249,1301,1350,1048,1106,1165,1221,964,1098,1206,1308,-4425,-4526,-4455,-4506,-9607,-9642,-9679,-9684,-12044,-12055,-13056,-13006,-13665,-13622,-13548,-12842,-12780,-12656,18061,18384,21621,3294,-22190,-18957,-13521,12133,17193,27778,33180,34503,29458,30834,29210,28787,29130,27260,13651,
净资产收益率加权(%),0.73,-3.7,0.95,11.2,--,1.07,0.61,9,--,1.02,0.63,56.35,21.4,6.41,0.52,99.92,-1.84,-8.06,-3.73,10.11,-12.19,-10.44,-4.79,5.42,-35.66,-19.11,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,0,0,--,-30.23,0,0,0,--,-62.1,--,--,--,0,0,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
