报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),-0.17,-0.08,-0.16,0.24,0.03,0.02,-0.18,0.27,0.02,0.03,-0.06,0.29,-0.2,-0.02,-0.18,0.21,0.2,0.24,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,2.61,--,--,--,2.38,2.23,2.1,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0.79,--,--,--,-0.09,0.08,0.19,--,
主营业务收入(万元),23674,15989,4467,39701,24424,15377,4352,38183,21527,14228,5000,34613,17700,14120,4056,28050,25965,27318,21882,
主营业务利润(万元),4589,3493,-422,14874,7508,4818,-875,14226,6744,4647,950,12174,3936,4079,-197,10710,9033,10878,9065,
营业利润(万元),-2956,-1751,-2770,2508,132,3,-2933,3595,-62,119,-988,2585,-2389,-427,-1924,1780,1294,1439,1501,
投资收益(万元),-62,-47,-26,66,-43,-28,--,-12,--,--,--,-41,-41,-41,-33,-58,155,123,-0,
营业外收支净额(万元),563,542,335,1389,298,279,209,480,460,325,98,956,99,56,45,965,1378,1625,689,
利润总额(万元),-2393,-1209,-2434,3897,430,282,-2724,4074,398,444,-890,3540,-2290,-370,-1879,2746,2672,3064,2190,
净利润(万元),-2423,-1238,-2352,3463,367,361,-2678,3399,326,330,-701,3154,-2195,-251,-1938,2333,2245,2654,1703,
净利润(扣除非经常性损益后)(万元),-4109,-2499,-2992,1212,-621,-309,-3213,2417,86,236,-799,2338,--,-314,-1983,1498,1077,1275,1117,
经营活动产生的现金流量净额(万元),-3843,-1762,-445,4299,-12,-6309,-4905,9741,-2561,-3708,-2875,8689,-3521,-4479,-2648,-1014,888,2069,-3322,
现金及现金等价物净增加额(万元),-2332,976,-1401,-7488,-6349,-4323,-9597,12272,6983,-1389,-728,4791,371,1934,-1209,-339,-1129,597,1597,
总资产(万元),82966,89967,82488,84743,83998,79271,62836,69158,64671,56404,53302,53567,--,--,--,45020,37296,38087,35413,
流动资产(万元),44167,53773,49173,51936,54412,52396,36752,42965,40250,32454,29748,30111,--,--,--,24674,25692,26020,23365,
总负债(万元),42139,47868,40517,40334,42594,37887,23501,27115,25902,27403,25328,24911,--,--,--,18826,12765,15036,14109,
流动负债(万元),27342,32906,30668,30247,33089,28301,18284,21563,20560,22545,22164,21815,--,--,--,17330,11526,13578,12613,
股东权益不含少数股东权益(万元),40796,42063,41975,44327,41233,41227,39141,41817,38645,28862,27831,28532,--,--,--,26082,24420,22978,21228,
净资产收益率加权(%),-5.69,-2.83,-5.45,8.06,0.88,0.87,-6.62,11.33,1.05,1.15,-2.49,11.51,--,-0.97,-7.72,9.2,9.45,11.89,27.9,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
