报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.01,-0.05,-0.03,-1.3,-0.41,-0.21,-0.11,0.09,0.18,0.17,0.06,1.14,0.6,0.4,0.05,1.37,2.02,1.18,0.47,3.18,1.89,1.03,0.59,2.65,1.82,1.34,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,9.95,--,--,21,18.65,--,10.26,--,--,--,7.6,5.4,3.97,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,-1.13,--,--,-2.05,-2.39,--,2.41,--,-0.43,--,2.61,3.87,1.74,
主营业务收入(万元),30497,16049,8249,37039,25873,16089,6493,73893,68856,46299,17574,130102,74024,46033,16361,111320,71297,43752,15795,95759,64138,38175,15014,83717,62790,37756,
主营业务利润(万元),8587,4429,2524,1513,6431,4557,1941,22611,20266,14386,6806,44270,29911,19237,6500,46942,31276,19318,7234,41535,26976,16177,6406,35277,23428,16600,
营业利润(万元),342,-1560,-1132,-46518,-15656,-7957,-4084,3319,5833,6012,1138,14345,6677,4161,-220,18123,13203,7577,3164,18444,11031,6024,3093,15617,9507,7807,
投资收益(万元),169,154,0,-6,-106,-84,-61,-139,-124,-124,--,134,23,-16,--,79,8,-21,--,17,-67,-26,--,39,-8,12,
营业外收支净额(万元),44,0,2,-419,-25,-32,-5,-63,1839,1209,304,5587,3754,2786,1194,2468,1323,340,15,2520,1604,831,787,1673,1309,180,
利润总额(万元),386,-1560,-1130,-46937,-15681,-7989,-4089,3256,7672,7221,1442,19932,10430,6946,974,20591,14526,7917,3179,20964,12635,6855,3880,17291,10816,7987,
净利润(万元),321,-1648,-1175,-47925,-15235,-7672,-4008,3248,6506,6187,944,16733,8938,5926,734,17657,12368,6633,2669,17959,10651,5810,3302,14966,10271,7353,
净利润(扣除非经常性损益后)(万元),-1816,-1745,-1163,-48426,-15786,-7988,-4055,1634,5379,5171,691,14118,7027,4301,-454,16647,--,6335,--,17597,--,5746,--,14199,10126,6897,
经营活动产生的现金流量净额(万元),14848,14242,-473,-26444,-28524,-23408,-22591,-13798,-16464,-17199,-8872,-9642,-19584,-16688,-17281,6395,-15182,-17007,-13292,13572,-6570,-2426,-10319,14730,21815,9552,
现金及现金等价物净增加额(万元),1835,-128,-2419,-40169,-39904,-29767,-24295,-13564,-30901,-26917,-14056,-44276,-59599,-38900,-22341,73146,60507,46488,-14096,3052,-9811,-2219,-6850,-4221,16887,8983,
总资产(万元),187628,187104,200153,204133,236750,254625,267487,286594,291504,269202,232582,241049,221433,219704,225094,235416,223991,203656,145246,150442,--,--,--,137815,94958,45580,
流动资产(万元),74356,72776,86147,89668,117843,135311,149136,172326,196118,174430,149774,163911,159556,162025,175405,191174,185814,169199,113058,122422,--,--,--,116890,84965,42691,
总负债(万元),63749,64596,77067,80267,80037,90314,99467,114413,113410,95188,60283,69703,60660,70966,75300,88461,68624,70865,88130,92583,--,--,--,94757,64139,23068,
流动负债(万元),62053,62899,75246,78548,79783,90059,99173,114258,113284,95041,59587,68786,59886,70062,73786,85890,65969,68335,85287,89745,--,--,--,91990,61664,22096,
股东权益不含少数股东权益(万元),120548,118635,119065,120291,152860,160410,164536,168601,174488,170449,169413,168007,158447,147207,149223,146955,155367,132792,57116,57860,--,--,--,42857,30429,22414,
净资产收益率加权(%),0.27,-1.38,-0.98,-33.18,-9.66,-4.66,-2.41,1.94,3.78,3.62,0.56,10.87,5.91,3.9,0.49,17.59,14.43,11.15,--,35.84,--,12.94,--,41.56,39.44,40.74,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
