报告日期,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.01,-0.74,0.13,0.04,0.02,0.11,0.22,0.19,0.66,0.83,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,3.56,3.6,3.48,3.53,3.29,2.78,2.59,2.22,2.34,2.47,2.23,2.18,2.12,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.08,0.73,1.01,1.29,1.26,0.79,1.06,0.7,0.39,0.61,0.5,0.77,0.53,0.27,--,--,
主营业务收入(万元),6130985,5833804,9937309,8958130,9157939,10105831,7559660,5371417,7333871,5415964,4131694,4074603,2414816,680686,675814,632662,692528,590122,502797,603725,572163,
主营业务利润(万元),421976,-108072,711920,528417,472786,599764,596891,419690,1033453,1187866,692694,805853,546327,100901,100960,91333,95327,87208,83102,95698,95738,
营业利润(万元),32376,-793478,116241,27057,-37747,136539,218653,190169,631005,945647,594999,716703,478059,90281,89134,82522,84032,71531,66931,74508,80561,
投资收益(万元),-30183,-1040,61905,11826,10928,8157,16919,81585,47749,1437,1733,1145,876,1176,1055,1040,251,0,0,0,0,
营业外收支净额(万元),4535,5545,38438,33845,48944,5755,2030,5499,4025,-4994,-16331,-11387,-6752,-4647,-1185,-1330,-453,-17,0,0,0,
利润总额(万元),36911,-787932,154680,60902,11197,142294,220682,195668,635030,940653,580400,706680,472184,86809,89004,82232,83830,84114,65567,74469,80432,
净利润(万元),11041,-751480,125744,42723,21000,108359,170427,151538,518857,651872,389701,482489,320358,56926,59590,70314,70689,60591,55732,55554,53889,
净利润(扣除非经常性损益后)(万元),--,-755693,39398,20465,-9719,105848,168911,101671,492382,633584,382166,486850,320512,58385,60609,72159,71137,47822,--,--,--,
经营活动产生的现金流量净额(万元),594029,-269998,770404,422815,385464,75530,572914,793383,1009173,984577,622000,831893,544574,97242,128331,104006,161306,111231,47048,--,--,
现金及现金等价物净增加额(万元),-101003,143589,-48711,34492,-16762,-169775,-83239,85383,-240572,169137,-229622,102188,179589,35293,33882,-25827,-24302,180883,11717,--,--,
总资产(万元),9115970,9445584,9606351,9467640,9872763,9610067,7630491,7332401,7331364,6494682,3978833,3677198,3040485,770811,698205,664713,633130,742478,576510,553458,542896,
流动资产(万元),3462817,3685407,3570266,2323670,2606403,2455126,1697085,1184428,1334068,1463924,950969,1235271,1106437,375936,--,0,348868,0,228584,169882,192016,
总负债(万元),6232861,6586191,5948439,5754797,6197119,5891046,4802456,4596985,4559926,3912236,1797118,1650053,1299879,183760,182001,197646,177844,299348,273332,259887,357190,
流动负债(万元),5049154,5279094,5609179,4952863,5332829,5682462,3926722,3517383,2908945,2469125,1001803,991541,956432,147560,--,0,147844,0,157430,110854,194110,
股东权益不含少数股东权益(万元),2851197,2829094,3626036,3593564,3561300,3590971,2819597,2727239,2766217,2577275,2181715,2027145,1740606,587051,516205,467067,455286,443130,303179,293571,185706,
净资产收益率加权(%),--,-23.28,3.18,1.19,0.59,3.08,6.15,5.52,19.35,20.78,18.52,25.84,27.76,10.37,0,14.34,14.77,15.68,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
