报告日期,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.01,0.21,-1.36,0.01,-0.08,0.01,0.01,-0.07,0.01,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,0.89,0.88,0.86,0.93,0.92,0.92,1.54,1.53,1.52,1.52,1.51,1.47,1.59,1.77,1.77,1.84,1.9,1.88,1.77,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.1,0.09,0.02,0.07,0.09,0.04,0.12,0.07,0.07,0.12,0.13,0.13,0.06,0.1,--,--,--,--,--,--,--,--,
主营业务收入(万元),11475,11717,6438,8028,6701,7248,7150,6196,6864,7039,7642,7989,7445,6960,9342,10225,10997,10223,11641,13206,14628,15836,17271,19670,17229,--,--,
主营业务利润(万元),4167,5955,1676,3540,2427,2710,3299,2408,2900,3329,6902,7335,5258,4972,6815,7292,7900,7107,8316,-2074,73,804,1290,3944,3454,--,--,
营业利润(万元),709,1665,-8863,224,-2296,200,-845,-2448,-1659,-726,-6391,604,138,123,1106,277,-1105,-247,-228,-2074,73,884,1290,3944,3454,--,--,
投资收益(万元),--,--,14,422,51,1418,2,-51,3,10,0,0,-64,16,-381,267,3,-16,306,89,1053,2180,2956,82,0,--,--,
营业外收支净额(万元),280,5478,-36090,125,16,65,1243,44,2244,--,-7497,-212,8,10,0,-19,-135,-27,--,0,0,0,0,0,0,--,--,
利润总额(万元),989,7143,-44953,349,-2279,265,398,-2404,584,160,-13888,392,82,196,656,525,-1237,-290,79,-1953,771,2972,5087,4420,3454,--,--,
净利润(万元),561,6971,-44953,349,-2547,282,417,-2404,353,189,-13888,296,61,196,656,525,-1237,-290,79,-1953,639,2853,4724,3757,3454,--,--,
净利润(扣除非经常性损益后)(万元),198,1494,-8863,-1147,-2642,-866,-554,-2397,-1489,-697,-6391,509,53,-65,1106,277,-1105,-247,--,--,--,--,--,0,--,--,--,
经营活动产生的现金流量净额(万元),-3023,4390,446,4282,1380,3122,3060,117,2272,2857,1210,3500,2018,2045,3316,3837,3640,1651,2981,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-8049,10992,-6196,5894,-6343,-1302,4975,3588,-254,104,354,-258,-861,607,-118,450,258,-2512,2506,--,--,--,--,--,--,--,--,
总资产(万元),31919,42438,43191,56494,46971,51593,52708,49738,46484,50274,50701,60051,61508,61554,61694,65107,66170,71104,79427,77028,81689,83355,75843,74890,44391,--,--,
流动资产(万元),31803,42423,2992,9533,9857,12500,12826,8718,3784,4439,3570,2407,2616,2211,0,0,0,0,12142,6352,9133,13651,18043,22856,6136,--,--,
总负债(万元),29638,41477,60957,29307,20132,22207,23604,21364,15706,19849,20576,15841,17594,17702,18037,21809,23984,25383,28438,26163,28659,31191,28440,30194,24479,--,--,
流动负债(万元),3773,11971,4873,5712,6399,5944,5565,5826,7368,9911,8776,10023,9950,14805,0,0,0,0,12102,25768,20974,12570,13159,9888,2771,--,--,
股东权益不含少数股东权益(万元),2244,962,-17766,27188,26839,29386,29105,28374,30778,30426,30125,44210,43913,43852,43657,43297,42186,45721,50989,50865,53030,52164,47403,44695,19913,--,--,
净资产收益率加权(%),44.87,-46.67,0,1.29,-9.06,0.96,1.46,-8.13,1.15,0.62,-37.4,0.67,0.14,0.45,1.51,1.22,-2.89,0,--,--,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
