报告日期,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),1.99,1.7,1.6,1.39,1.68,2.27,3.62,1.6,2.64,2.17,1.93,1.92,2.03,1.96,--,
每股经营活动产生的现金流量净额(元),0.59,0.55,0.82,0.19,0.37,0.09,0.06,0.35,0,--,--,--,--,--,--,
主营业务收入(万元),1122196,748739,1154042,1031399,392684,221345,154338,55563,26595,12493,7264,11026,11730,10333,--,
主营业务利润(万元),204358,140370,245580,198845,98959,48748,36468,12240,10071,2191,-39,471,840,1124,--,
营业利润(万元),63974,23828,95713,66326,39767,13118,11748,7321,7136,2257,3,502,850,1375,--,
投资收益(万元),9564,13694,-17505,5348,-812,-79,3386,378,306,416,93,60,23,2,--,
营业外收支净额(万元),-659,-825,-1276,-1284,0,168,-26,-26,--,0,0,0,0,-71,--,
利润总额(万元),77777,40308,81235,73324,37359,13507,15199,7702,7852,2736,201,1001,1381,1296,--,
净利润(万元),28246,10403,18169,22021,12084,6517,8596,5711,6736,2326,165,808,1092,1023,--,
净利润(扣除非经常性损益后)(万元),15725,-2660,22207,22593,13680,5049,8530,5708,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),55140,51704,76902,17726,23164,3897,1428,7704,-47,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),35028,8520,-46935,24023,20557,-40985,96883,9629,1139,--,--,--,--,--,--,
总资产(万元),1053699,823731,897361,1015148,547110,302822,230809,116315,52748,36569,33600,33418,29601,22859,14051,
流动资产(万元),676703,479524,602606,715447,376088,0,--,0,31989,18261,15066,15859,15668,9106,6135,
总负债(万元),671370,501123,597243,702182,372882,184760,124583,76322,21572,15487,14843,14803,11697,9525,10202,
流动负债(万元),584489,480000,555188,666798,350780,0,--,0,20511,11953,12556,12292,11602,5346,3926,
股东权益不含少数股东权益(万元),186645,159072,149984,129927,105136,94267,94120,35441,30845,21082,18757,18615,17905,13240,3849,
净资产收益率加权(%),16.36,6.73,12.95,19.14,12.04,7.27,0,0,25.94,--,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
