报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-0.79,-0.52,-0.25,0.02,-0.8,-0.2,0,0.52,0.03,0.05,-0.66,-0.35,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,2.7,0.44,0.44,0.4,1.13,1.48,1.49,2.54,4.49,1.93,1.46,1.11,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.69,0.38,-0.12,0.24,-0.03,0.06,0.03,0.31,0.13,0.76,0,0,
主营业务收入(万元),87832,325640,451908,608897,495841,475864,496575,713169,41492,37598,41550,40145,32292,33130,27098,21147,17227,14118,11062,
主营业务利润(万元),10724,9534,83026,111328,58152,66662,44470,86082,9314,10276,9169,5657,4248,5372,5737,5321,4600,3351,1483,
营业利润(万元),-238573,-231005,-103951,2373,-100701,-34706,-53429,24846,-1901,-1790,-17733,-11970,-68,2490,3711,3664,3254,2372,1173,
投资收益(万元),8557,2186,5809,26508,725,1138,370,--,1239,1629,-679,2067,180,580,21,0,82,0,0,
营业外收支净额(万元),-114838,-13508,-11566,5459,2930,2868,47365,17149,3151,4210,-524,--,-78,-110,-35,-59,0,0,0,
利润总额(万元),-353411,-244513,-115517,7832,-97771,-31838,-6064,41995,1250,2420,-18257,-12458,133,2960,3698,3605,3280,2317,1167,
净利润(万元),-373714,-243641,-117934,9608,-94760,-20260,208,40166,829,1315,-16924,-8959,-179,2078,2485,2349,2214,1579,781,
净利润(扣除非经常性损益后)(万元),-259838,-209079,-111559,-9594,-98106,-23398,-39989,26284,-2718,-4187,-17497,-8742,-251,2077,2473,2295,0,0,0,
经营活动产生的现金流量净额(万元),19718,-7153,-90180,105612,-52253,138375,10063,71802,9912,-2969,6099,-807,1442,648,4499,1017,3531,0,0,
现金及现金等价物净增加额(万元),-6876,-103480,72733,-29705,30797,-45812,-70334,43380,1162,2486,-2412,3120,-14657,-14773,6824,21230,904,0,0,
总资产(万元),729845,1340630,1937649,1592697,1556632,1347308,1302466,1090681,96699,126121,124352,129343,111854,85523,62763,46169,17101,12828,11333,
流动资产(万元),180618,485810,944373,622948,619278,461577,538892,607466,30007,40051,26261,28616,16529,30050,41273,32158,8140,5949,5636,
总负债(万元),986649,1224265,1556978,1099292,1072661,1083993,980505,753804,83132,112954,112222,98016,68575,41633,25703,11733,8149,6089,6174,
流动负债(万元),755038,923577,1104979,766111,731820,795133,690637,580711,74721,41909,12659,98006,61891,35396,16372,9723,6139,6089,6174,
股东权益不含少数股东权益(万元),-254055,119249,380633,493947,484295,225756,276130,279766,11350,11457,10202,29245,38294,38341,36401,34294,8953,6739,5159,
净资产收益率加权(%),--,-101.96,-27.11,1.96,-35.98,-7.82,0.07,16.99,7.46,12.16,-92.62,-28.14,-0.47,5.56,7.03,14.8,28.22,26.55,15.95,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
