报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-1.41,-1.47,-1.36,-1.79,-0.53,0.12,-0.03,0.04,0.14,0.16,0.46,3.7,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,4.43,4.52,3.7,5.27,9.99,4.22,3.81,3.24,2.69,1.42,1.21,1.04,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.49,-0.64,0.12,0.95,1.33,1.12,0.93,0.84,0.17,0.67,0,0,
主营业务收入(万元),377260,313003,276035,319560,353728,236934,249569,279266,224957,112585,182244,266920,145300,103833,91173,51013,35846,30167,31960,
主营业务利润(万元),76607,40761,2391,-34931,66073,48030,27124,49833,66013,41232,69968,115615,50253,33616,28076,13065,7773,5737,12829,
营业利润(万元),-166912,-208481,-228240,-339559,-78527,-17788,-6595,-2995,9095,11796,27736,92459,30186,19691,15642,6664,3463,2408,5855,
投资收益(万元),7,-222,-231,648,-1154,-422,43462,4456,2143,2345,1228,551,-68,0,0,-3,-0,14,30,
营业外收支净额(万元),-73319,-460,46656,3337,167,20535,1049,1292,3113,2357,--,6520,-670,-512,-150,-3,0,0,0,
利润总额(万元),-240230,-208941,-181585,-336221,-78359,2747,-5547,-1703,12208,14153,27566,98979,29624,19448,15726,6673,3372,2322,5365,
净利润(万元),-225849,-236336,-218598,-286952,-53843,9854,-2063,3245,10720,11901,23343,85963,25726,16245,14062,5872,3357,2329,3442,
净利润(扣除非经常性损益后)(万元),-157390,-237286,-253629,-290853,-54270,-10618,-34836,2070,8455,9007,23522,75672,26175,16310,13774,5845,0,0,0,
经营活动产生的现金流量净额(万元),74926,59020,37478,76220,-70087,8263,57061,39474,-51810,9423,48098,33895,25572,17696,16049,3285,8764,0,0,
现金及现金等价物净增加额(万元),19120,14932,-136999,-23890,67621,-7229,17915,6558,55801,-49200,23442,40973,17639,107,-4781,28618,3292,0,0,
总资产(万元),1233600,1282405,1382179,1793509,2645409,1988551,1705676,1333089,968100,683255,477522,417208,236902,176601,135394,93879,47190,39487,35318,
流动资产(万元),313799,292577,332476,636870,1378405,710645,541611,462522,388036,221910,239783,236492,122744,73258,59218,62874,22968,17894,20941,
总负债(万元),1508576,1291374,1191759,1302331,1853721,1713512,1396703,975155,591156,378758,200586,153606,136329,101355,71409,42532,28656,23656,21800,
流动负债(万元),1226080,1077764,974605,1169168,1283825,1116072,1012648,742300,439243,312579,144742,131786,132859,101355,63409,30739,20656,9943,13169,
股东权益不含少数股东权益(万元),-272412,-19833,207856,522702,820068,296551,322994,359127,366792,282068,268422,254166,96292,72419,61629,51133,18458,15759,13518,
净资产收益率加权(%),0,0,-52.61,-42.42,-13.02,3.01,-0.62,0.89,3.35,4.38,8.75,54.23,30.51,24.45,25.13,22.59,19.25,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
