报告日期,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),-1.16,-0.4,--,--,--,--,--,--,--,--,
每股净资产(元),0.31,1.47,1.86,1.88,1.89,2.49,2.36,1.12,1.03,2.27,
每股经营活动产生的现金流量净额(元),0.26,0.58,0.94,0.56,0.84,1.08,0.55,0,0,0,
主营业务收入(万元),1337308,1231011,993404,797943,659305,451659,405674,350146,293355,248361,
主营业务利润(万元),54507,106845,119564,111138,129015,87931,92569,88571,67511,58835,
营业利润(万元),-144458,-51765,-4022,6578,30045,6931,15029,17324,5576,2493,
投资收益(万元),370,1075,1098,47,3546,1363,1753,-939,1258,913,
营业外收支净额(万元),--,--,4127,-105,-1235,33,0,0,0,0,
利润总额(万元),-134693,-47942,1613,6848,32574,12008,16772,16628,7501,4927,
净利润(万元),-124925,-43512,819,4604,26360,9192,14073,13885,6083,3463,
净利润(扣除非经常性损益后)(万元),-116627,-47199,-2861,4571,24806,5935,14081,0,0,0,
经营活动产生的现金流量净额(万元),28185,63082,101948,60890,91271,77845,39425,67340,0,0,
现金及现金等价物净增加额(万元),10528,32488,7311,16922,-1820,-13830,17988,12278,0,0,
总资产(万元),1421228,1303790,1119854,932333,798329,731697,710797,637668,554057,466127,
流动资产(万元),268319,292085,244517,199571,151013,137738,0,112009,0,0,
总负债(万元),1382498,1139718,910490,724412,590408,550093,539624,578564,499652,417364,
流动负债(万元),974316,774895,548441,364381,256120,235420,0,204990,0,0,
股东权益不含少数股东权益(万元),33158,158589,200917,203186,204793,179457,169907,58276,53616,48204,
净资产收益率加权(%),-129.96,-24.16,0.41,2.26,13.76,5.21,0,24.73,11.88,9.15,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
