报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.01,0.01,4.85,2.45,-0.04,-0.04,--,--,-0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),0.2,0.23,0.22,-5.35,-9.9,-9.86,-9.87,-9.83,-8.98,-9,-7.81,-7.55,0,-2.98,-1.63,0.31,1.38,3.38,3.28,4,4.8,5.81,3.77,3.34,0,
每股经营活动产生的现金流量净额(元),-0.05,-0.07,-0.12,0.01,0,-0.01,0,0,-0.01,0.01,0.02,--,0,0.04,0,-0.06,0.26,--,--,--,--,--,--,--,--,
主营业务收入(万元),2953,7901,2509,1121,938,840,730,697,644,1776,2441,2580,2070,3661,46472,48042,52420,52610,67023,90120,107238,105412,78776,46865,--,
主营业务利润(万元),1223,2596,1087,586,425,492,541,509,459,1535,1153,1046,554,-45,13601,13734,11286,873,-3781,1877,9720,23480,12056,2012,--,
营业利润(万元),403,250,-864,-1236,-1302,-1273,-1437,-1377,-1697,-1880,-8903,-25732,-18981,-7379,-54186,-11862,-26633,1480,-3317,2284,11604,14615,12158,4241,--,
投资收益(万元),358,61,--,--,--,--,--,--,0,--,113,-2806,-5189,9898,-5932,-3192,-1874,2342,392,1841,1714,2604,517,181,--,
营业外收支净额(万元),32,3,162605,82848,6,1,0,4,-5,3,79,-12080,0,-1367,1083,-2558,--,0,0,0,0,--,--,--,--,
利润总额(万元),435,253,161741,81613,-1296,-1272,-1437,-1372,-1701,-1877,-8711,-40618,-24427,1152,-58729,-17331,-28838,4561,-2544,5068,14045,12604,7736,3649,--,
净利润(万元),435,243,161702,81613,-1296,-1272,-1437,-1372,-1701,-1877,-6445,-27195,-24427,1152,-60527,-18200,-27327,3373,-2736,4487,12951,11668,5237,2826,--,
净利润(扣除非经常性损益后)(万元),47,178,450,45,-1302,-1273,-1437,-1377,-1697,-1880,-6637,-15115,0,-7412,-60820,-20883,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-2043,-2215,-3849,224,102,-418,32,-2,-236,155,585,--,0,1259,18305,-2003,8822,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-1444,-3350,5035,219,101,-419,31,-5,-236,-21,-337,--,0,-418,-14,-6279,3063,--,--,--,--,--,--,--,--,
总资产(万元),8620,8835,9994,793,189,87,16448,16764,43889,46210,46786,50266,75534,121194,249445,298598,325803,384530,345461,285692,248028,192161,101833,60782,28515,
流动资产(万元),4455,8005,9619,424,181,80,13731,13882,39902,40206,--,32367,53185,0,0,206253,211917,238656,245950,205557,181873,127719,59280,34016,0,
总负债(万元),579,1263,2623,179111,330175,328778,345675,344554,343383,354512,315172,309942,274777,220566,299307,288369,279725,270828,231364,183286,143745,105049,76486,44067,0,
流动负债(万元),579,1263,2623,179111,260629,259232,276128,344554,343383,353370,314031,308800,274777,0,0,257449,253032,211470,188652,166295,137953,90876,64595,40074,0,
股东权益不含少数股东权益(万元),8041,7572,7372,-178220,-329987,-328691,-329227,-327790,-299494,-300198,-260569,-251875,-199243,-99371,-54360,10228,46179,112621,109247,98514,98283,80130,20136,14270,0,
净资产收益率加权(%),5.58,3.24,-193.34,0,0,0,0,0,0,-0.01,0,--,0,0,0,--,--,--,0,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
