报告日期,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.83,0.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),2.68,1.85,1.9,1.67,1.37,1.23,1.16,1.14,1.19,1.04,1.01,1.83,1.68,1.6,1.66,1.41,
每股经营活动产生的现金流量净额(元),-0.11,3.92,1.06,0.89,-0.08,-0.25,-2.44,-2.1,0.27,0.04,-0.45,--,--,--,--,--,
主营业务收入(万元),128889,141168,109006,69316,27971,11810,10099,15424,11687,7309,13953,19488,8835,18078,17689,11056,
主营业务利润(万元),71759,67416,40830,11302,6487,3339,987,1266,1024,2069,1098,1434,42,99,518,173,
营业利润(万元),67124,63521,36850,8135,3187,723,-1618,-1120,1159,1232,-2427,1631,287,171,0,183,
投资收益(万元),1455,448,177,-23,-303,969,1677,580,433,-123,-322,898,457,1108,1347,701,
营业外收支净额(万元),--,--,-247,-46,-253,-191,156,-33,-103,-46,0,0,0,0,13,0,
利润总额(万元),71217,65185,39544,11061,3346,1501,215,-573,2433,1302,-2811,2887,843,1501,1914,841,
净利润(万元),25094,21578,13064,4172,1970,1122,276,-516,2093,890,-2804,2803,717,1276,1627,715,
净利润(扣除非经常性损益后)(万元),23515,20498,11659,2667,1702,281,-1484,-485,1297,676,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-3246,119303,20137,12487,-1155,-3546,-34140,-29338,3824,6371,-6232,--,--,--,--,--,
现金及现金等价物净增加额(万元),-48270,34737,9972,-5885,-3761,2176,-738,9461,9209,528,-4777,--,--,--,--,--,
总资产(万元),206958,278709,205293,197204,197379,178356,133140,82392,32765,20700,27097,27039,16496,15739,13408,8663,
流动资产(万元),145134,226571,195528,186995,191234,170532,--,--,--,0,19427,15983,7999,9555,7886,5298,
总负债(万元),75890,191021,150151,165654,174314,157494,113382,64447,15578,5901,12882,9948,2250,2211,1920,570,
流动负债(万元),75890,184721,90042,139607,159289,115387,--,--,--,0,12912,9886,2250,2211,1920,570,
股东权益不含少数股东权益(万元),81376,56281,36054,23359,19187,17217,16211,15917,16691,14568,14179,17048,14245,13528,11488,7170,
净资产收益率加权(%),36.46,47.1,43.75,17.86,10.82,6.76,1.72,-3.25,13.39,0,-18,0,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
