报告日期,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,
每股净资产(元),2.94,2.78,2.29,2.17,2.14,1.92,2.1,--,--,--,
每股经营活动产生的现金流量净额(元),0.76,0.67,0.62,0.53,0.41,0.72,0.08,--,--,--,
主营业务收入(万元),143649,138690,120589,110034,117329,86893,91385,128924,124908,127106,
主营业务利润(万元),94099,85320,67019,59031,70349,24599,22924,30841,39432,42611,
营业利润(万元),92262,81923,63948,55743,69413,24590,22281,30841,39432,42611,
投资收益(万元),987,3466,2070,2350,3227,0,0,0,0,0,
营业外收支净额(万元),-3454,-5354,-5349,-6187,-3824,0,--,0,0,0,
利润总额(万元),89795,80036,60669,51906,68816,24590,23171,30841,39432,42611,
净利润(万元),61857,53811,39786,34721,46107,16475,13892,20663,26420,28550,
净利润(扣除非经常性损益后)(万元),64428,55698,43065,38558,45921,0,--,--,--,--,
经营活动产生的现金流量净额(万元),83091,74175,67726,57825,45211,82536,8407,--,--,--,
现金及现金等价物净增加额(万元),71631,54579,-61122,117197,-113975,71533,32113,--,--,--,
总资产(万元),339940,321583,293875,278730,277097,260606,242653,123125,139331,133385,
流动资产(万元),209636,189659,0,0,0,0,97999,27593,45300,40179,
总负债(万元),16298,15798,41901,40476,41710,49286,11127,29785,55911,53928,
流动负债(万元),11404,9273,0,0,0,0,11127,-215,15911,13928,
股东权益不含少数股东权益(万元),323642,305785,251974,238254,235387,211320,231526,93339,83419,79456,
净资产收益率加权(%),19.66,18.56,16.37,14.97,0,0,7.53,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
