报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),-0.37,0.08,-0.44,-0.24,-0.04,-0.04,0.27,-0.04,-0.05,-2.44,-0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-7.09,-6.73,-6.81,-6.37,-6.13,-6.09,-6.05,-6.32,-6.28,-6.56,-3.71,-3.08,-0.25,1.2,1.57,1.53,1.27,3.35,3.15,2.85,3.48,3.73,2.83,1,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0,--,--,-0.03,-0.09,-2.34,1.73,0.13,0.9,-0.08,--,--,--,--,--,--,--,--,
主营业务收入(万元),2329,2428,2270,2221,2908,2900,2579,2279,2718,1104,432,2750,12360,21245,22290,28780,21528,26228,41063,18069,47107,41321,22618,21357,17678,6715,
主营业务利润(万元),103,421,642,422,800,659,792,409,663,487,185,266,3130,2991,6980,10069,7249,6305,4254,-9266,4407,4047,4559,2786,2050,1671,
营业利润(万元),-5950,1478,-7079,-3736,-1105,-1480,-413,-1102,-290,-14607,-838,-12841,-23339,-4743,1242,4106,1712,1599,4297,-9134,4431,0,4336,2880,2201,1875,
投资收益(万元),--,--,--,--,--,--,--,--,0,--,--,-12063,-653,-1062,712,253,69,948,52,705,465,407,-83,0,0,0,
营业外收支净额(万元),-24,-85,-70,-125,503,853,4845,436,-599,-25461,-1122,-21654,-336,-242,-140,-1,64,0,0,0,0,380,0,--,--,--,
利润总额(万元),-5974,1393,-7149,-3861,-602,-627,4432,-666,-889,-40069,-1960,-46558,-24328,-6046,2216,4358,2651,2551,3662,-8318,5048,4866,4527,3080,2757,2137,
净利润(万元),-6027,1326,-7186,-3965,-699,-632,4432,-670,-889,-40069,-1960,-46581,-23794,-5867,1598,4029,1815,2549,3660,-8318,4291,4136,3104,2618,2344,1817,
净利润(扣除非经常性损益后)(万元),-6004,1410,-7117,-3841,-1202,-1485,-414,-1106,-290,-14607,-838,-25147,-23323,-6072,624,3873,1232,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-12,-5,12,4,6,-12,-2879,-24,-19,45,-1230,-468,-1399,-38403,28438,2105,6589,-857,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-3,-6,14,5,6,-7,-2878,-77,-72,103,-1233,-492,-11238,-25070,31655,-2559,6410,-1335,--,--,--,--,--,--,--,--,
总资产(万元),2187,1583,946,352,714,812,1348,4432,5563,6519,9341,19571,69095,98486,118663,109574,91749,107605,105159,94707,100168,93456,56185,32971,30578,28634,
流动资产(万元),2177,1573,936,340,701,799,1331,4143,4621,5538,7509,17345,45178,0,100676,0,0,87804,89458,84989,91522,81743,43194,30202,29022,27419,
总负债(万元),118731,112099,112788,105008,101404,100804,100708,108223,108684,114244,70224,70192,72979,78141,90299,83219,70282,70862,70649,63487,72311,63650,38878,20728,19676,19922,
流动负债(万元),113511,107015,107785,100139,96672,95615,94657,93382,93742,61243,42779,69254,64233,0,77707,0,0,61694,54886,58682,66096,46562,24568,20198,19326,19172,
股东权益不含少数股东权益(万元),-116544,-110516,-111842,-104656,-100690,-99991,-99360,-103791,-103121,-107725,-60884,-50621,-4040,19658,25878,25214,20813,36742,34510,31220,27857,29806,17307,12242,10901,8712,
净资产收益率加权(%),--,--,--,--,--,--,--,--,0,--,--,0,--,-26.21,6.44,17.65,0,7.18,--,0,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
