报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),-2.66,-0.57,-0.63,0.03,0.51,0.9,0.89,0.84,0.6,0.52,
每股净资产(元),-1.51,2.48,--,--,7.66,5.8,4.9,3.21,2.37,1.77,
每股经营活动产生的现金流量净额(元),--,--,--,--,-1.77,0.59,0.8,0.85,0.6,0.37,
主营业务收入(万元),1811,4188,14127,37231,41901,47347,46155,35409,29458,26528,
主营业务利润(万元),354,-637,1972,9907,12215,12853,12621,8936,7758,5835,
营业利润(万元),-18750,-7419,-10458,-855,3845,5913,5620,4479,3969,3232,
投资收益(万元),-30,70,-126,-22,--,--,--,--,--,--,
营业外收支净额(万元),-27152,-2514,579,1318,1109,1225,1417,2277,849,949,
利润总额(万元),-45903,-9933,-9879,463,4954,7138,7037,6756,4818,4181,
净利润(万元),-45689,-9709,-10781,586,4410,6292,6202,5903,4203,3639,
净利润(扣除非经常性损益后)(万元),-19126,-7396,-10607,-10,3882,5753,5494,4473,3916,3296,
经营活动产生的现金流量净额(万元),-853,1942,-9893,1933,-15179,4096,5605,5935,4229,2625,
现金及现金等价物净增加额(万元),-854,-49,-9410,-12486,4299,2771,416,5224,4087,2916,
总资产(万元),24940,76973,91446,119486,104339,75109,69587,48800,32244,21565,
流动资产(万元),7595,57215,69976,95531,85510,57408,51621,32369,23370,13528,
总负债(万元),50478,33858,37713,55260,38613,34506,35276,26298,15645,9169,
流动负债(万元),25494,32398,36480,53605,37087,27728,22927,17948,9895,7169,
股东权益不含少数股东权益(万元),-25833,42606,53001,63026,65726,40603,34311,22502,16599,12396,
净资产收益率加权(%),0,-20.31,-18.58,0.92,8.1,16.8,19.87,30.19,28.99,34.41,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
