报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),1.08,0.79,1.75,1.13,0.74,0.56,--,
每股净资产(元),--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,1.04,1.41,0.78,0.69,0.68,
主营业务收入(万元),131110,99641,75337,59016,51935,41404,33005,
主营业务利润(万元),47828,39255,28758,21840,18203,14485,12084,
营业利润(万元),32327,22183,15668,9901,6063,4414,3157,
投资收益(万元),89,202,-88,346,--,--,--,
营业外收支净额(万元),-115,28,773,506,387,557,308,
利润总额(万元),32212,22211,16442,10407,6450,4971,3465,
净利润(万元),27530,19622,13812,8930,5557,4182,3127,
净利润(扣除非经常性损益后)(万元),26922,18757,13273,8101,5125,3642,2826,
经营活动产生的现金流量净额(万元),16835,10864,8236,11143,6147,5205,3389,
现金及现金等价物净增加额(万元),13012,17533,814,-4658,5962,2443,-2059,
总资产(万元),211429,156297,114259,85710,79924,60076,55240,
流动资产(万元),115640,77748,47893,37867,42743,30958,30934,
总负债(万元),55797,21648,59130,42051,45217,35533,44301,
流动负债(万元),36781,17903,41958,30726,43400,33810,42388,
股东权益不含少数股东权益(万元),155632,134650,55129,43660,34707,24542,10939,
净资产收益率加权(%),18.98,17.38,28.42,22.8,20.34,25.86,33.35,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
