报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.04,0.11,0.21,0.18,0.24,0.1,0.18,0.72,0.76,0.51,0.19,
每股净资产(元),--,--,--,--,5.05,3.16,3.08,6.08,2.52,4.11,1.61,
每股经营活动产生的现金流量净额(元),--,--,--,--,-0.08,-0.12,-0.64,-0.4,0.24,0.07,-0.06,
主营业务收入(万元),272548,296603,226273,174971,43686,21203,25018,34381,18157,9168,4108,
主营业务利润(万元),51264,50544,43831,31033,12566,6488,7291,10288,5247,2464,1022,
营业利润(万元),6127,11105,13527,11288,4936,1740,2820,5720,3399,1591,637,
投资收益(万元),328,12,-4,-5,-6,--,--,14,18,--,--,
营业外收支净额(万元),19,-885,672,541,580,255,822,110,140,126,1,
利润总额(万元),6145,10220,14199,11829,5516,1994,3642,5829,3539,1716,637,
净利润(万元),2424,6100,11647,10066,4913,1719,3124,4682,3078,1507,554,
净利润(扣除非经常性损益后)(万元),1175,6208,11083,9612,4426,1502,2426,4589,3108,1496,561,
经营活动产生的现金流量净额(万元),10175,3238,-8595,-2997,-2162,-2070,-11155,-3497,1579,67,-58,
现金及现金等价物净增加额(万元),-10836,-14091,18185,15012,-1884,781,-28526,28158,11519,599,460,
总资产(万元),454885,457715,437764,324943,197695,84640,74492,85839,36102,14950,9054,
流动资产(万元),277530,286437,275662,196325,110514,60345,55341,72367,31768,12829,7782,
总负债(万元),283226,293599,280229,177225,59895,29911,21134,32482,19298,10838,7442,
流动负债(万元),228309,234209,266516,171204,57742,27509,18713,29647,19178,10838,7442,
股东权益不含少数股东权益(万元),169749,162203,156051,147635,137690,54730,53357,52757,16403,4112,1611,
净资产收益率加权(%),1.46,3.83,7.67,7.05,5.91,3.18,5.87,25,38.43,30.98,42.8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
