报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.1,0.19,0.2,4.51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),1.27,--,0.9,0.7,-10.32,-9.79,-9.24,-8.62,-8.1,-4.86,-0.73,2.36,2.8,2.66,2.57,3.42,4.09,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,-0.02,-0.01,-0.02,0.01,-0.03,0.02,0.04,0.06,-0,0.2,0.3,0.41,--,--,--,--,--,
主营业务收入(万元),68005,71809,41131,986,1002,1738,1541,1867,2055,7292,8348,13308,23972,23290,28881,27427,21458,21051,18141,23999,
主营业务利润(万元),8431,8929,4577,383,333,680,639,692,706,1677,1799,4167,7723,7773,10203,3241,2569,1806,837,476,
营业利润(万元),3592,4555,6498,4465,1,-351,-536,-1459,-2082,-10941,-39236,-5795,2112,3033,5191,3248,2685,1909,866,653,
投资收益(万元),49,-1116,3887,4451,--,--,--,--,0,7,-1741,39,92,-5,876,812,12,11,0,116,
营业外收支净额(万元),-12,2373,-1,103401,-6980,-6870,-7762,-5749,-5990,-43981,-194,-23,3,-14,--,0,0,--,--,--,
利润总额(万元),3580,6928,6497,107866,-6979,-7221,-8298,-7208,-8072,-54915,-41160,-5774,2292,3249,6198,4121,2684,1919,996,777,
净利润(万元),2413,4542,4715,107960,-6985,-7333,-7354,-7125,-7777,-47268,-41014,-5809,1901,2753,5282,3510,2236,1586,727,728,
净利润(扣除非经常性损益后)(万元),2185,3090,3508,2,-5,-463,408,-1375,-1787,-3287,-40830,-8202,1814,2531,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),359,5164,-10193,-468,-83,-197,82,-336,277,476,785,-32,2653,3951,5497,--,--,--,--,--,
现金及现金等价物净增加额(万元),-68,-442,-486,1440,-83,--,77,-309,319,-89,-633,-3950,-27003,18510,4124,--,--,--,--,--,
总资产(万元),72798,79971,44173,48460,4326,4652,4496,6436,7655,39545,71843,111560,118372,79497,61217,50370,48061,24100,186763,11872,
流动资产(万元),30752,35138,19928,6941,4279,4595,4341,4067,4714,27962,0,0,0,0,49614,38517,41314,18702,16024,7401,
总负债(万元),34614,42476,21616,15003,140990,134332,126933,120585,114929,103481,80825,79366,80225,43307,26331,26408,27609,16379,15637,8704,
流动负债(万元),33214,41573,21616,15003,140923,134265,126866,120518,114862,103348,0,0,0,0,25856,25653,27339,13778,11159,8207,
股东权益不含少数股东权益(万元),30413,29600,21431,16772,-137107,-130119,-122848,-114544,-107616,-64545,-9669,31345,37251,35350,34096,23962,20452,7721,3040,3168,
净资产收益率加权(%),7.82,17.8,24.69,--,--,--,--,--,--,0,0,-16.91,5.24,0,18.96,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
