报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.15,7.42,-0.02,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,-2.98,-2.03,0.97,1.12,1.98,1.95,2.3,2.54,2.59,3.02,1.96,1.62,1.41,1.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,0,0,0.04,0.05,0.12,-1.31,0.09,-0.26,-0.39,--,--,--,--,--,
主营业务收入(万元),0,0,0,58,26824,25571,24820,19326,34645,29050,57394,61213,39772,51426,50914,58881,44139,--,
主营业务利润(万元),0,0,0,14,-1873,-2725,1114,1233,7998,542,8555,7497,5331,3885,4787,5749,4830,--,
营业利润(万元),-171,-634,-523,14,-21730,-58734,-7086,-19780,1454,-2429,-2205,-1639,725,3885,4787,5749,4830,--,
投资收益(万元),--,--,--,--,-632,-9430,3034,287,--,-336,-640,-115,0,1329,0,0,0,--,
营业外收支净额(万元),5580,267183,--,--,-46,-73,-5,-279,234,-6,-223,3444,0,0,0,0,0,--,
利润总额(万元),5409,266548,-523,14,-22408,-68237,-4057,-19772,1688,-2771,-3068,1690,6941,6241,4771,5759,4841,--,
净利润(万元),5409,266548,-523,14,-22379,-68187,-4057,-19772,526,-2771,-4361,1436,5893,5303,4055,3858,3244,--,
净利润(扣除非经常性损益后)(万元),-171,-634,-523,14,-22334,-68114,-6486,-5523,519,-2673,-4577,-1755,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-2988,461,0,20,21,69,876,1075,2653,-29822,2082,-5837,-8923,--,--,--,--,--,
现金及现金等价物净增加额(万元),-4004,4623,0,20,-11,-42,-77,119,-54,-481,598,-490,-336,--,--,--,--,--,
总资产(万元),6321,9325,20,20,85127,97082,154767,135775,151273,150368,166239,155094,125988,115949,76729,60521,68536,--,
流动资产(万元),6321,9325,20,20,26242,38212,85885,74668,91863,0,0,0,65731,50499,42744,28698,39757,--,
总负债(万元),6353,14766,294566,265118,152694,142957,132653,110222,106104,106033,113870,97385,67181,63087,52250,40287,50911,--,
流动负债(万元),6353,12054,280574,265118,152605,142873,129574,110222,76104,0,0,0,47181,51835,41100,25732,42952,--,
股东权益不含少数股东权益(万元),-32,-5441,-294546,-265098,-67779,-46114,21998,25553,45084,44335,52347,57709,58807,52862,24479,20234,17625,--,
净资产收益率加权(%),--,--,--,--,0,--,-16.92,-56.17,1.17,-6.13,-7.85,0,11.55,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
