报告日期,2018-12-31,2017-12-31,2016-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.15,-0.49,-0.45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-11.08,-11.24,-10.75,-9.82,-9.44,-8.89,-7.31,-7.15,-6.88,-3.13,-2.17,-1.21,0.68,1.21,1.57,2.44,2.47,2.43,1.15,1.42,
每股经营活动产生的现金流量净额(元),-0.07,-0.06,-0,0.01,-0.01,0,-0.01,-0.01,-0.01,-0.01,-0.62,0.07,0.22,-0.01,0.18,--,--,--,--,--,
主营业务收入(万元),93,83,71,0,0,0,0,0,0,--,7848,21513,20992,28176,33174,17152,17963,13268,10187,--,
主营业务利润(万元),-97,-198,-106,0,0,0,0,0,0,--,-107,1157,-2037,1974,5706,1292,1396,1918,1599,--,
营业利润(万元),2034,-5554,-5158,-4963,-5307,-5183,-1868,-3126,-4567,-6678,-7979,-13798,-6175,-5112,1896,1516,1790,2016,1746,--,
投资收益(万元),--,--,--,--,--,--,--,--,0,--,0,-1002,1,7,249,1014,321,20,46,--,
营业外收支净额(万元),-285,-3,2,609,-984,-268,-98,-789,54,19,0,-272,-28,-4,--,0,0,-9,--,--,
利润总额(万元),1749,-5557,-5157,-4354,-6291,-5451,-1944,-3501,-4513,-6658,-11028,-15071,-5997,-4709,2612,2441,2072,2027,1776,--,
净利润(万元),1755,-5550,-5150,-4250,-6247,-5341,-1915,-3467,-4479,-6651,-11000,-14972,-5964,-4709,1878,2075,1760,1722,1509,--,
净利润(扣除非经常性损益后)(万元),-5465,-5554,-5305,-4859,-5263,-5073,-1839,-3091,-4534,-6670,0,-13698,-6143,-4712,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-771,-650,-37,109,-66,20,-59,-125,-125,-81,0,833,2462,-155,2033,--,--,--,--,--,
现金及现金等价物净增加额(万元),0,-201,-39,-160,173,152,-43,-34,128,-24,0,-40,-1097,17,915,--,--,--,--,--,
总资产(万元),8763,4479,4687,7836,8561,9878,10979,10496,12008,39720,44467,47328,64515,67958,61975,37114,33092,26769,19880,--,
流动资产(万元),6730,2346,271,807,1148,878,1019,1125,1190,10369,12228,0,0,0,25017,14521,11481,5918,5167,--,
总负债(万元),135881,133345,127997,120048,116447,111524,94457,92093,90502,75086,73178,60670,56530,54176,44038,20696,20302,14186,12449,--,
流动负债(万元),135314,132778,98353,90353,87591,82941,65859,63494,61178,73071,64593,0,0,0,30027,11191,12680,6172,5448,--,
股东权益不含少数股东权益(万元),-126727,-128482,-122932,-112263,-107958,-101735,-83604,-81733,-78640,-35808,-29161,-13820,7817,13782,17936,16418,12790,12583,7431,--,
净资产收益率加权(%),--,0,0,--,--,--,--,--,--,--,0,0,0,0,11.05,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
