报告日期,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),4.45,3.7,2.9,2.14,1.9,1.72,1.64,1.73,1.55,1.59,1.71,1.73,1.54,1.59,1.79,1.46,
每股经营活动产生的现金流量净额(元),0.13,0.12,0.11,0.25,0.1,1.14,0.43,0.2,0.38,0.06,--,--,--,--,--,--,
主营业务收入(万元),291988,229159,181275,129438,81222,252511,259294,236501,166590,150526,157826,172520,146182,143093,138424,--,
主营业务利润(万元),37751,29855,23886,22638,16401,33033,42726,44165,25064,22170,-4432,-2132,255,8616,13383,--,
营业利润(万元),45225,-2381,-112,-1007,-1621,-447,-2549,2313,-3318,-6126,-1087,-617,1671,0,13596,--,
投资收益(万元),44206,57652,44044,14547,10606,5497,6030,4969,4894,1729,1118,1004,510,649,1387,--,
营业外收支净额(万元),--,68,40,842,-74,296,904,4313,1841,0,0,0,0,-4624,0,--,
利润总额(万元),45317,55342,44009,14382,8910,5418,4742,12180,3606,1420,1109,1071,2939,6560,10288,--,
净利润(万元),44066,54993,42932,13537,8357,5199,4037,10618,2970,1076,917,845,2387,5374,8843,--,
净利润(扣除非经常性损益后)(万元),43256,52761,42861,12494,8047,5352,2776,5689,474,--,--,--,--,--,0,--,
经营活动产生的现金流量净额(万元),6857,6304,5856,12841,5187,58963,22238,10547,19823,3258,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),10681,15893,1571,10528,-395,-27798,4034,4178,17203,-1453,--,--,--,--,--,--,
总资产(万元),359844,316507,253362,201385,173026,168122,497167,436797,447282,255789,252863,244958,229559,226717,192833,157958,
流动资产(万元),145833,113448,88368,75138,51660,--,0,0,0,170775,167037,159954,161991,164245,140729,117481,
总负债(万元),126104,124433,102825,90759,74670,78926,392213,325537,344980,171438,162968,154241,149229,141167,115675,98501,
流动负债(万元),125450,124023,96443,83805,68631,--,0,0,0,149058,137812,138556,138870,136686,101801,79375,
股东权益不含少数股东权益(万元),230511,191574,149976,110626,98356,89195,84883,89576,80420,82558,88823,89674,79787,82565,77158,59457,
净资产收益率加权(%),20.57,32.2,32.95,12.95,8.91,6,4.88,12.37,0,1.32,--,0,--,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
