报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),-0.02,-0.18,-2.37,-1.28,-0.46,0.11,0.03,0.15,0.12,-0.27,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-0.73,-0.71,-3.37,-0.96,0.33,0.8,0.7,0.6,0.2,0.15,0.58,0.73,1.58,2.58,3.8,3.77,4.95,4.83,4.81,4.99,2.11,1.68,1.44,
每股经营活动产生的现金流量净额(元),0,0.21,-0.46,--,-0.35,-0.15,-0.05,-0.74,0.03,-0.01,0.26,0.07,-0.01,0.07,0.02,-0.19,0.14,0.06,-0.11,--,--,--,--,
主营业务收入(万元),280871,201984,54753,110371,183142,333314,261027,156836,136738,8875,12984,32255,39634,61443,69324,54996,48484,32641,52269,71875,58732,55859,34984,
主营业务利润(万元),10036,9619,4921,-16816,626,6321,2815,3665,8744,1232,-1336,31,-1032,753,4322,1861,5578,2709,2056,9531,11277,8803,4934,
营业利润(万元),-2002,-12027,-48022,-31184,-12603,654,-76,930,2319,-6348,1415,-12493,-13891,-21290,566,-5941,2975,1715,1753,9580,9700,8803,4991,
投资收益(万元),5,9,132,-98,70,55,1685,14,--,105,-216,-86,-0,-0,-1,74,132,0,0,0,0,0,0,
营业外收支净额(万元),286,414,-9297,274,1292,1786,828,2660,280,-3,-120,-3798,-5249,-2140,-102,-288,-2,-965,--,0,--,--,--,
利润总额(万元),-1716,-11613,-57318,-30909,-11311,2440,753,3590,2598,-6351,1079,-16377,-19141,-23430,463,-6155,3104,750,1734,10424,9689,8756,4996,
净利润(万元),-1097,-8781,-56505,-30408,-10999,2660,791,3659,2737,-6350,1441,-16361,-19161,-23454,492,-5733,2579,609,1394,8861,9689,8756,4996,
净利润(扣除非经常性损益后)(万元),-2219,3886,-28285,-30686,-13614,819,-1722,994,2456,-6452,-12666,-7804,-9405,-5843,165,-5773,2450,609,--,--,--,--,--,
经营活动产生的现金流量净额(万元),91,14170,-10905,1539,-8404,-3490,-1154,-17654,719,-288,6117,1329,-281,1320,320,-3578,2305,876,-1713,--,--,--,--,
现金及现金等价物净增加额(万元),-128644,183318,2162,-1425,976,-2193,1068,1458,152,-28,-288,-1050,-611,202,353,-2298,2044,20,953,--,--,--,--,
总资产(万元),313934,286440,105144,120393,130622,136309,100330,78484,69257,55479,51650,63145,79545,92355,118342,121684,137922,123470,136149,108138,56511,45890,37692,
流动资产(万元),154541,202430,68297,70766,83316,89099,65698,50918,39820,24813,10138,17255,24499,32181,53727,0,103994,0,98816,49036,31285,31905,26416,
总负债(万元),360963,332372,185334,143322,122694,117289,83750,64227,64421,51997,37329,48706,48794,42483,45055,48634,58803,46129,58344,27352,32447,27464,21893,
流动负债(万元),117763,104172,180784,107472,90644,109039,83750,64227,64421,51993,37329,48706,48794,42483,44906,0,58803,0,57893,26845,32447,27464,21893,
股东权益不含少数股东权益(万元),-47029,-45932,-79416,-22630,7727,18507,15847,14877,5386,3482,13792,14030,30326,49456,72895,72397,79120,77340,76938,79883,23164,18426,15799,
净资产收益率加权(%),--,--,--,--,-83.16,15.48,5.12,28.04,68.14,-95.39,10.94,-73.77,-48.05,-38.34,0.68,-7.62,--,0,1.81,--,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
