报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2004-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.02,0.03,0.1,0.09,0.01,0,0.01,0.01,0.03,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),0.2,0.36,0.35,0.13,0.05,0.05,0.05,-0.18,-0.39,-0.52,-0.52,0.74,-0.89,-0.54,0.69,1.33,1.78,2.13,2.43,--,
每股经营活动产生的现金流量净额(元),--,--,0.05,0.01,0,-0,0.01,0,0,--,0,-0.04,-0.01,-0.09,0.28,--,--,--,--,--,
主营业务收入(万元),8063,20014,8153,3510,405,805,649,200,0,0,--,0,0,5427,12038,26798,10454,13265,23282,19874,
主营业务利润(万元),1223,2409,4099,3308,382,526,501,189,0,0,--,0,0,-1817,-7297,3202,-2065,149,3790,2642,
营业利润(万元),718,1270,3308,2959,179,89,168,4,-237,-209,--,-2275,-4503,-15860,-13775,3445,-2048,828,3806,2729,
投资收益(万元),10,--,--,--,--,--,--,--,0,--,--,0,-1792,-952,-118,33,109,474,472,774,
营业外收支净额(万元),-47,-128,-30,-1,-5,-21,82,148,975,253,-10,-2054,-2516,-12015,--,0,0,0,0,0,
利润总额(万元),671,1143,3278,2959,174,69,251,152,738,44,-447,-4329,-8812,-28826,-15758,3652,-2935,2196,4377,3641,
净利润(万元),531,829,2448,2234,130,66,188,152,738,44,-380,-4329,-3989,-28756,-15641,3722,-2935,2183,4204,3730,
净利润(扣除非经常性损益后)(万元),484,925,2471,2234,134,86,106,4,-237,--,-380,-2275,-1473,-12861,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),31,-1267,1287,209,-1,-13,116,16,82,-6,12,-939,-249,-2332,7027,--,--,--,--,--,
现金及现金等价物净增加额(万元),15,-2493,2543,187,-1,-13,-0,12,2,-6,12,-32,-43,-3,-1236,--,--,--,--,--,
总资产(万元),8510,10665,11035,7671,4825,5019,5351,302,51,10,119,28071,20731,33615,70213,72731,54053,49347,44333,28436,
流动资产(万元),5445,7175,8412,7645,4816,5005,5332,284,29,10,--,0,0,0,8898,16102,12998,13956,14800,12528,
总负债(万元),3643,1634,2404,4550,3475,3797,4044,4808,9735,--,--,9591,42958,47205,52952,39396,24596,20137,15153,14785,
流动负债(万元),3643,1634,2404,4468,3392,3714,3959,4608,9534,12822,--,0,0,0,23097,14732,7254,6216,3529,8028,
股东权益不含少数股东权益(万元),4867,9031,8631,3121,1350,1221,1308,-4506,-9684,-13006,-12780,18384,-22190,-13521,17193,33180,29458,29210,29130,13651,
净资产收益率加权(%),11.2,9,56.35,99.92,10.11,5.42,--,--,--,--,0,0,0,0,-62.1,--,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
