报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.67,0.45,0.44,0.43,0.49,0.42,--,
每股净资产(元),--,--,--,2.63,2.36,2.08,1.81,
每股经营活动产生的现金流量净额(元),--,--,--,0.69,1.04,0.52,0.99,
主营业务收入(万元),187284,153656,126452,115712,132193,127080,113585,
主营业务利润(万元),43559,31454,25854,26129,26578,25399,24562,
营业利润(万元),24851,16237,12084,11580,12990,11529,10209,
投资收益(万元),537,52,30,9,320,108,108,
营业外收支净额(万元),-373,-181,590,680,409,534,-125,
利润总额(万元),24479,16056,12675,12260,13399,12063,10084,
净利润(万元),20396,13366,10012,9868,11052,8721,7637,
净利润(扣除非经常性损益后)(万元),19221,13005,9535,9312,10546,9132,7855,
经营活动产生的现金流量净额(万元),10599,17763,8462,15822,23693,10780,20178,
现金及现金等价物净增加额(万元),6108,26568,-1671,-6094,14417,-3774,6985,
总资产(万元),178645,167346,114998,110120,111429,96444,91971,
流动资产(万元),110936,107709,56690,51776,59612,56906,59416,
总负债(万元),37411,42860,48674,50114,57599,53162,55230,
流动负债(万元),32217,37864,43587,44745,54125,53162,55230,
股东权益不含少数股东权益(万元),141234,124486,66324,60005,53830,43282,36741,
净资产收益率加权(%),15.39,11.56,15.7,17.34,21.21,21.22,22.93,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
