报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),-1.07,0.02,-0.07,-0.06,0.01,0.04,-0.11,0.02,-0.17,0.01,-0.33,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,0.77,0.74,0.92,0.91,1.24,1.14,1.53,2.16,2.51,2.77,3.88,3.19,2.71,3.64,2.54,2.05,1.58,1.37,1.11,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.23,-0.12,0.27,-0.2,0.42,0.01,0.01,-0.04,0.35,0.11,0.76,0.33,0.28,0.72,--,--,--,--,--,
主营业务收入(万元),11010,10405,170271,190240,46030,42175,26280,62032,64560,97034,57452,96260,85411,123601,89738,107399,90329,74511,63363,48201,40938,33359,26145,29788,32156,22967,
主营业务利润(万元),1203,1688,1660,165,152,631,2597,11493,13360,26550,4853,24277,12999,7409,23839,25258,20855,21779,22997,15747,13973,4212,3896,2165,2649,1882,
营业利润(万元),-4140,4085,-9722,-7582,1370,-5533,-13708,3609,-16328,7959,-37089,17943,-6891,-19267,12199,14602,7907,10334,13009,8282,8321,4586,3995,2233,2708,1793,
投资收益(万元),-555,7335,59,710,10335,2851,3209,7056,2185,4135,777,12959,6893,1478,-807,504,7069,2533,2757,1450,890,0,0,--,0,0,
营业外收支净额(万元),-152321,-858,-65,-732,-11,9751,271,1434,197,808,1530,1176,2198,-3649,-104,-95,306,-318,211,331,0,0,0,-13,--,--,
利润总额(万元),-156461,3227,-9787,-8314,1359,4218,-13437,5043,-16131,8767,-35559,19119,2203,-21435,11300,15072,15394,12604,16022,10064,9844,5011,4668,3221,2707,1748,
净利润(万元),-156512,3120,-9846,-8207,1376,4399,-12220,1636,-17987,1416,-35280,10771,2237,-19110,7816,11309,12153,10069,13408,8431,7743,4246,3968,2158,1814,1171,
净利润(扣除非经常性损益后)(万元),-3703,-3392,-9762,-8167,-8444,-7882,-15356,-6645,-18307,919,-36915,-54,-7778,-20114,7912,10822,9588,10778,11522,8044,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-5710,488,-13613,-33966,-79658,-23550,1431,24886,-12497,28314,-20867,44280,958,1096,-2650,20525,5412,24785,8235,7025,11859,--,--,--,--,--,
现金及现金等价物净增加额(万元),-5141,1344,-19012,-20209,36312,10274,-18023,-1331,-8799,-2492,-12269,-5155,12157,2326,-6156,-50492,23252,54132,8033,12315,5873,--,--,--,--,--,
总资产(万元),238665,239658,246860,256501,259756,120421,151778,210367,251506,252359,253198,297265,320766,319974,243803,204088,210469,190612,138926,120806,82090,58010,43504,32894,31566,30911,
流动资产(万元),216784,221749,219195,228035,226759,76054,84893,136416,148771,145293,148874,176039,235201,208321,132003,102764,0,0,0,59752,37432,33693,31791,22181,20319,18239,
总负债(万元),194312,40373,50765,50618,45559,43973,79343,117589,158137,140006,145460,153233,196249,188484,78233,45547,67318,57137,56065,51406,20391,24411,17145,22766,22761,23766,
流动负债(万元),42089,39545,50765,50618,45559,43973,76915,107743,154218,136553,144969,152823,193839,180128,68359,45547,0,0,0,51086,19751,23453,15867,20330,19940,20787,
股东权益不含少数股东权益(万元),42768,197740,194620,204467,212673,74908,69498,81757,79080,98076,96632,132287,121526,118531,152349,147520,136113,126821,79235,67212,60127,32635,26359,10128,8805,7145,
净资产收益率加权(%),-130.43,1.59,-4.93,-3.93,1.11,6.14,-16.15,2.05,-20.34,1.45,-30.85,8.47,1.87,-13.96,5.21,7.89,9.15,8.79,18.14,--,13.75,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
