报告日期,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),5,4.79,4.42,4.09,4.37,4.21,2.36,2.15,3.64,3.23,3.53,3.32,3.08,
每股经营活动产生的现金流量净额(元),2.09,1.65,0.4,0.71,1.04,0.93,0.5,0.15,--,--,--,--,--,
主营业务收入(万元),166657,147757,91629,78196,76169,83781,46149,39462,22219,18766,16200,13524,10018,
主营业务利润(万元),88674,60044,40222,37392,40680,43766,12375,13232,3938,3169,2874,--,--,
营业利润(万元),66802,36309,25631,28234,28274,33470,5896,6726,4375,3396,3234,--,--,
投资收益(万元),-20728,-9818,-733,-2148,-619,-463,777,403,325,450,599,--,--,
营业外收支净额(万元),-4677,-1300,-1624,35,-2788,39,75,--,0,0,--,--,--,
利润总额(万元),41397,25191,23273,26120,24875,33046,7583,7331,4858,4213,3834,--,--,
净利润(万元),18605,13344,12110,15084,20015,27506,5260,5113,3807,3237,3050,2911,2372,
净利润(扣除非经常性损益后)(万元),29427,12025,9299,15790,21762,27506,4460,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),76227,60016,14526,25850,31677,28157,8397,2595,--,--,--,--,--,
现金及现金等价物净增加额(万元),4786,-12068,23334,3342,7471,3115,2943,1360,--,--,--,--,--,
总资产(万元),353648,363496,306567,217460,203172,180407,107900,102655,72920,66329,54845,--,--,
流动资产(万元),167718,191124,148849,--,0,0,45229,49426,29008,23328,18459,--,--,
总负债(万元),161860,179321,133807,59657,66290,50276,62588,62797,35141,33615,29363,--,--,
流动负债(万元),155860,174007,133221,--,0,0,58692,59996,29717,29719,22221,--,--,
股东权益不含少数股东权益(万元),182051,174367,160885,148773,132471,127622,39850,36171,34068,30261,18691,15926,14804,
净资产收益率加权(%),10.39,7.96,7.47,9.75,15.11,26.61,--,14.56,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
