报告日期,2016-12-31,2015-12-31,2014-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.07,0.52,0.3,0.92,0.56,0.4,0.33,
每股净资产(元),6.06,5.99,4.85,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,-0.87,-2.42,-1.21,-0.4,-0.89,-0.35,
主营业务收入(万元),43649,81823,97079,104858,79337,47340,34029,
主营业务利润(万元),16563,27810,24678,22440,14981,8299,5935,
营业利润(万元),1587,10256,4305,13536,8602,4540,3163,
投资收益(万元),--,--,--,--,--,--,--,
营业外收支净额(万元),364,1182,783,354,-19,-53,47,
利润总额(万元),1951,11438,5088,13890,8583,4486,3210,
净利润(万元),1636,9608,3863,11910,7231,4711,3210,
净利润(扣除非经常性损益后)(万元),1326,8603,3198,11609,7250,4765,3162,
经营活动产生的现金流量净额(万元),2394,-20480,-31433,-15701,-5219,-11519,-3861,
现金及现金等价物净增加额(万元),304,-372,-14326,5669,6895,34,2209,
总资产(万元),315987,310905,276346,143263,94195,68499,32347,
流动资产(万元),301052,296071,261170,130542,83212,58187,24308,
总负债(万元),172804,170758,213304,99916,61457,41692,13521,
流动负债(万元),137658,168812,207347,98572,59513,39818,11797,
股东权益不含少数股东权益(万元),143183,140147,63043,43348,32738,26807,18826,
净资产收益率加权(%),1.15,9.25,6.24,31.31,24.38,20.21,21.37,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
